"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.337025542E1,8.470285950E0,-5.529501343E-1,-1.303489380E0
2.339036442E1,8.884923706E0,-3.321592712E-1,-1.744771729E0
2.341047442E1,9.248068542E0,-2.161505127E-1,-2.214045868E0
2.343058342E1,9.617500305E0,-5.944139099E-1,-2.393522644E0
2.345069342E1,9.987081757E0,-9.476792908E-1,-2.412832489E0
2.347080242E1,1.012629227E1,-1.042432251E0,-2.211800537E0
2.349091242E1,9.793534241E0,-1.107097778E0,-2.189197540E0
2.351102242E1,9.926308136E0,-1.577719116E0,-2.388433228E0
2.353113142E1,1.093386292E1,-1.612746277E0,-8.931925964E-1
2.355124142E1,1.126437561E1,-1.015338593E0,-2.811154175E-1
2.357135042E1,1.133772308E1,-6.539900208E-1,-1.379531250E0
2.359146042E1,1.091155930E1,-1.242865448E0,-3.658392334E0
2.361157021E1,1.236114487E1,-2.599194946E0,-4.420457611E0
2.363168021E1,1.210353058E1,-3.515738983E0,-4.791985016E0
2.365178921E1,8.903335419E0,-3.041375427E0,-4.893324280E0
2.367189921E1,6.507717133E0,-2.622546387E0,-4.929399261E0
2.369200821E1,5.826783142E0,-1.445244598E0,-5.475912781E0
2.371211821E1,5.653742981E0,1.237925720E-1,-5.662873993E0
2.373222721E1,6.422095184E0,5.330415344E-1,-5.274581451E0
2.375233721E1,8.521030426E0,-1.052311707E0,-5.298980713E0
2.377244621E1,9.800120544E0,-2.133064270E0,-4.386178894E0
2.379255621E1,1.032073792E1,-2.966830444E0,-3.190166016E0
2.381266521E1,9.990225220E0,-2.512974243E0,-2.619402924E0
2.383277521E1,9.164542236E0,-1.473835144E0,-2.754422150E0
2.385288421E1,8.138126678E0,-5.129832458E-1,-3.074456635E0
2.387299421E1,7.353458405E0,1.698966980E-1,-3.632346497E0
2.389310321E1,7.028933258E0,6.264472961E-1,-3.900438995E0
2.391321321E1,7.194189606E0,1.001417542E0,-3.817960510E0
2.393332321E1,7.712861023E0,1.101110229E0,-3.575913849E0
2.395343221E1,8.345146179E0,9.533674622E-1,-3.644321594E0
2.397354221E1,8.799152069E0,8.388555908E-1,-3.899091797E0
2.399365121E1,8.861572266E0,7.328759766E-1,-3.977977753E0
2.401376121E1,8.687633972E0,5.821394348E-1,-3.794160004E0
2.403387021E1,8.733139343E0,4.846920776E-1,-3.610491943E0
2.405398021E1,9.168733521E0,5.228627014E-1,-3.554059296E0
2.407408921E1,9.764195251E0,6.533912659E-1,-3.410358124E0
2.409419921E1,1.041174866E1,6.732998657E-1,-3.365900574E0
2.411430821E1,1.073298065E1,7.667056274E-1,-3.304977264E0
2.413441821E1,1.067639832E1,9.696835327E-1,-3.112477570E0
2.415452721E1,1.025053391E1,1.207239532E0,-3.049458618E0
2.417463721E1,9.511520691E0,8.433462524E-1,-3.536545715E0
2.419474621E1,9.760602722E0,-4.787045288E-1,-5.610333252E0
2.421485621E1,1.274464737E1,-1.657203827E0,-5.895041199E0
2.423496521E1,1.249676285E1,-3.878434753E-1,-6.350843353E0
2.425507521E1,9.366322632E0,-1.709295502E0,-5.751639404E0
2.427518521E1,7.157665558E0,-3.388503571E0,-5.782325592E0
2.429529421E1,6.634353790E0,-4.777614899E0,-3.761228485E0
2.431540421E1,6.427633667E0,-5.252577209E0,-1.605561218E0
2.433551321E1,6.655908966E0,-3.812721405E0,-1.123862915E0
2.435562321E1,8.628506927E0,-1.516346741E0,-2.467319183E0
2.437573221E1,1.117501144E1,5.282514954E-1,-4.234244843E0
2.439584221E1,1.125150238E1,1.042432251E0,-5.167404327E0
2.441595121E1,9.630223846E0,3.915856934E-1,-5.125790863E0
2.443606121E1,8.690927124E0,-4.995112610E-1,-3.924089813E0
2.445617021E1,7.851323090E0,-1.338516541E0,-2.616409149E0
2.447628021E1,7.239395599E0,-1.898801422E0,-1.712289276E0
2.449638921E1,7.403753815E0,-1.950593719E0,-1.341360626E0
2.451649921E1,8.110583954E0,-1.532064056E0,-1.396745453E0
2.453660921E1,8.671467590E0,-9.042695618E-1,-1.820214844E0
2.455671821E1,8.978628845E0,-6.737489319E-1,-2.222278748E0
2.457682821E1,9.395511932E0,-1.056952057E0,-2.345322876E0
2.459693721E1,1.005788452E1,-1.576820984E0,-2.283651123E0
2.461705104E1,1.047865952E1,-1.643133087E0,-2.236349487E0
2.463716004E1,9.927954712E0,-1.190773773E0,-2.283950500E0
2.465727004E1,9.455686798E0,-7.939489746E-1,-2.962040405E0
2.467737904E1,1.011042526E1,-3.427871704E-1,-1.897005157E0
2.469748904E1,1.053179901E1,3.845503235E-1,-8.916957092E-1
2.471759904E1,1.045994843E1,9.551637268E-1,-9.216334534E-1
2.473770804E1,1.057176590E1,4.830455017E-1,-2.423460388E0
2.475781804E1,1.004171814E1,-1.891616364E0,-3.606749725E0
2.477792704E1,1.293325516E1,-3.613186340E0,-3.402873688E0
2.479803704E1,1.139879608E1,-4.294569397E0,-4.627626801E0
2.481814604E1,9.008416901E0,-4.418661346E0,-5.298531647E0
2.483825604E1,6.644382935E0,-3.318748627E0,-5.409301300E0
2.485836504E1,5.404211884E0,-1.363514557E0,-5.201533356E0
2.487847504E1,5.662424927E0,2.439926147E-1,-4.267625427E0
2.489858504E1,7.627388763E0,-1.136137390E-1,-4.342170410E0
2.491869404E1,9.511371002E0,-9.303153992E-1,-4.465214539E0
2.493880404E1,1.052176987E1,-1.980531464E0,-3.783981171E0
2.495891304E1,1.030127838E1,-2.309846649E0,-3.316802673E0
2.497902304E1,9.557026062E0,-1.298399963E0,-3.429967346E0
2.499913204E1,8.694519653E0,-6.436614990E-1,-3.675606537E0
2.501924204E1,7.562573547E0,-1.466949463E-1,-3.696413269E0
2.503935204E1,6.897356873E0,3.122506714E-1,-3.804338837E0
2.505946104E1,7.003935242E0,7.141648865E-1,-3.773502960E0
2.507957104E1,7.753276978E0,7.710466003E-1,-3.485651550E0
2.509968004E1,8.576564941E0,3.992198181E-1,-3.646267548E0
2.511979004E1,9.002728729E0,1.321751404E-1,-4.059707794E0
2.513990004E1,9.246721344E0,1.023870850E-1,-4.172124023E0
2.516000904E1,9.375902710E0,3.240760803E-1,-3.967649231E0
2.518011904E1,9.062454529E0,8.753796387E-1,-3.629203033E0
2.520022804E1,9.330097961E0,1.182840271E0,-3.834575958E0
2.522033804E1,9.796528015E0,1.145867157E0,-4.122127991E0
2.524044704E1,1.007375153E1,8.315208435E-1,-3.926035767E0
2.526055704E1,1.043614792E1,3.757186890E-1,-3.164419556E0
2.528066704E1,1.055485107E1,2.200424194E-1,-2.360142059E0
2.530077604E1,1.000758911E1,2.469863892E-2,-2.273771667E0
2.532088604E1,9.452543335E0,-6.159690857E-1,-3.677103424E0
2.534099504E1,1.133562744E1,-1.666334839E0,-5.230722656E0
2.536110504E1,1.296004944E1,-8.894503784E-1,-6.363566895E0
2.538121504E1,1.016296600E1,-4.818479919E-1,-6.648574219E0
2.540132404E1,6.946305084E0,-2.160606995E0,-5.443130951E0
2.542143404E1,5.565875702E0,-3.376378784E0,-3.616329803E0
2.544154304E1,5.138215027E0,-3.559298401E0,-2.090253296E0
2.546165304E1,6.126160583E0,-1.663341064E0,-1.547781372E0
2.548176304E1,9.537566528E0,7.200027466E-2,-2.445015564E0
2.550187204E1,1.206431213E1,8.843609619E-1,-3.968547363E0
2.552198204E1,1.202449493E1,2.282752991E-1,-4.821623383E0
2.554209104E1,1.030831375E1,-2.695893860E-1,-4.507426758E0
2.556220104E1,8.585396576E0,-3.844006348E-1,-3.500021667E0
2.558231104E1,7.489824829E0,-7.197033691E-1,-2.733615417E0
2.560242004E1,7.177723846E0,-8.708889771E-1,-2.320624237E0
2.562252554E1,7.573051758E0,-7.330256653E-1,-1.913171539E0
2.564263454E1,8.196505280E0,-5.629792786E-1,-1.863175507E0
2.566274454E1,8.735534363E0,-4.140390015E-1,-2.070793762E0
2.568285354E1,9.126970367E0,-2.881507874E-1,-2.357148285E0
2.570296354E1,9.438173218E0,-3.721261597E-1,-2.348166962E0
2.572307354E1,9.779912567E0,-4.984634399E-1,-2.086511078E0
2.574318254E1,1.009380981E1,-5.469625854E-1,-2.037712555E0
2.576329254E1,1.018766464E1,-3.409909058E-1,-2.141596527E0
2.578340154E1,1.021475830E1,-1.487905884E-1,-2.301613770E0
2.580351154E1,1.034708313E1,-7.116201782E-1,-2.674488373E0
2.582362154E1,1.062475571E1,-1.993554382E0,-2.065704346E0
2.584373054E1,1.077175003E1,-2.414628754E0,-7.590715027E-1
2.586384054E1,1.058179504E1,-1.963766327E0,-4.450245667E-1
2.588394954E1,9.683812408E0,-2.583777008E0,-1.729054413E0
2.590405954E1,1.090841583E1,-2.624492340E0,-2.845283203E0
2.592416954E1,1.209799210E1,-2.666405182E0,-3.974235535E0
2.594427854E1,1.094703552E1,-2.683320007E0,-5.218747559E0
2.596438854E1,8.964109039E0,-2.145338745E0,-5.897436218E0
2.598449854E1,7.830216980E0,-1.153501282E0,-6.161936188E0
2.600460754E1,7.183112640E0,-4.700225830E-2,-6.027665405E0
2.602471754E1,6.301296387E0,6.584806824E-1,-5.807622986E0
2.604482654E1,6.183940430E0,7.768844604E-1,-5.166206818E0
2.606493654E1,6.446943512E0,-3.260220337E-1,-4.705614624E0
2.608504654E1,7.135511627E0,-1.186283112E0,-4.407734070E0
2.610515554E1,7.977510681E0,-1.568139038E0,-3.887266388E0
2.612526554E1,8.701555023E0,-1.600621490E0,-3.591331787E0
2.614537454E1,9.270521851E0,-1.870510254E0,-3.734134827E0
2.616548454E1,9.169781342E0,-1.981130219E0,-4.027075653E0
2.618559454E1,8.259673920E0,-1.119521942E0,-4.431235199E0
2.620570354E1,7.638914795E0,-9.041198730E-2,-4.837640076E0
2.622581354E1,7.939639435E0,6.066883850E-1,-4.592899017E0
2.624592254E1,8.643475800E0,4.668791199E-1,-3.902384949E0
2.626603254E1,9.085506592E0,-1.739382935E-1,-3.440744934E0
2.628614254E1,9.145681458E0,-6.239025879E-1,-3.523971863E0
2.630625154E1,9.140891418E0,-1.043180695E0,-3.675157471E0
2.632636154E1,8.948691101E0,-1.151106262E0,-3.635489960E0
2.634647154E1,8.987610168E0,-8.378077698E-1,-3.373983765E0
2.636658054E1,9.283844147E0,6.062393188E-2,-3.374283142E0
2.638669054E1,9.334738312E0,4.457730103E-1,-3.650608521E0
2.640679954E1,9.239536285E0,8.641529846E-1,-4.024980011E0
2.642690954E1,9.396859131E0,1.255439301E0,-3.919000397E0
2.644701954E1,9.792187042E0,1.361568604E0,-3.274141388E0
2.646712854E1,9.715097351E0,1.089733887E0,-2.954256592E0
2.648723854E1,9.086105347E0,3.600013733E-1,-3.771706696E0
2.650734754E1,1.014709900E1,-5.025050354E-1,-5.856271820E0
2.652745754E1,1.228570175E1,-1.845811615E0,-6.268813934E0
2.654756754E1,1.070184540E1,-2.707719269E0,-5.644911346E0
2.656767654E1,8.424780579E0,-4.246968384E0,-4.401297455E0
2.658778654E1,7.249424744E0,-5.282964020E0,-3.217858429E0
2.660789654E1,6.492448883E0,-4.380041656E0,-2.716550903E0
2.662800579E1,7.355404358E0,-2.304906921E0,-3.067121887E0
2.664811579E1,9.333840179E0,-8.249345398E-1,-4.624034271E0
2.666822579E1,1.070513855E1,1.357676697E-1,-5.539680176E0
2.668833479E1,1.027747787E1,-2.296224976E-1,-5.488336945E0
2.670844479E1,9.135802002E0,-9.440867615E-1,-4.498445435E0
2.672855379E1,8.146658936E0,-1.263522491E0,-3.462599487E0
2.674866379E1,7.426057434E0,-1.495240631E0,-2.978356476E0
2.676877379E1,7.439379730E0,-1.357377319E0,-2.653681641E0
2.678888279E1,7.822882233E0,-1.087189178E0,-2.393522644E0
2.680899279E1,8.572523346E0,-8.879534912E-1,-2.471959534E0
2.682910279E1,8.988059235E0,-8.909472656E-1,-2.623893585E0
2.684921179E1,9.246122589E0,-1.237027588E0,-2.576741638E0
2.686932179E1,9.596244507E0,-1.535806274E0,-2.299368439E0
2.688943179E1,9.796378326E0,-1.425485687E0,-2.135309601E0
2.690954079E1,9.824070740E0,-1.137634277E0,-2.074086914E0
2.692965079E1,9.805060272E0,-8.539741516E-1,-1.918859711E0
2.694976079E1,9.521849213E0,-8.135581970E-1,-2.031575317E0
2.696986979E1,9.635462952E0,-1.382075958E0,-2.145338745E0
2.698997979E1,1.046668442E1,-1.557211761E0,-1.017733612E0
2.701008979E1,1.103879471E1,-1.270707550E0,-8.083190918E-1
2.703019879E1,1.076770844E1,-2.003284149E0,-2.740950165E0
2.705030879E1,1.204410416E1,-2.866688690E0,-4.258943481E0
2.707041779E1,1.323487793E1,-3.367247772E0,-5.182971954E0
2.709052779E1,1.001462448E1,-2.487227783E0,-5.380261688E0
2.711063779E1,6.908433838E0,-2.027384033E0,-5.170996857E0
2.713074679E1,5.877228241E0,-8.946894836E-1,-5.776637421E0
2.715085679E1,5.885012054E0,3.508703613E-1,-6.124514008E0
2.717096679E1,6.358926544E0,5.478607178E-1,-5.642366638E0
2.719107579E1,8.086633759E0,-1.114432526E0,-5.170847168E0
2.721118579E1,9.335786133E0,-2.619851990E0,-4.387975159E0
2.723129579E1,9.942474518E0,-3.720064087E0,-3.238365784E0
2.725140479E1,9.704020386E0,-3.588487701E0,-2.673739929E0
2.727151479E1,9.241182861E0,-2.193987579E0,-3.102448425E0
2.729162479E1,8.312963104E0,-4.276606750E-1,-3.978726196E0
2.731173379E1,7.446564789E0,7.497908020E-1,-4.392765198E0
2.733184379E1,7.053182831E0,1.319655762E0,-4.724325714E0
2.735195379E1,7.229965210E0,1.357826385E0,-4.523742828E0
2.737206279E1,7.679779816E0,1.080303497E0,-3.864813080E0
2.739217279E1,8.214318237E0,6.462062073E-1,-3.254532166E0
2.741228279E1,8.824449463E0,3.442840576E-1,-3.188220062E0
2.743239279E1,9.168134766E0,2.466870117E-1,-3.385360107E0
2.745250179E1,9.265881500E0,2.814147949E-1,-3.543730774E0
2.747261179E1,9.117090912E0,3.838018799E-1,-3.528013458E0
2.749272179E1,9.024433594E0,6.004014587E-1,-3.500321045E0
2.751283079E1,9.163494415E0,8.660989380E-1,-3.724105682E0
2.753294079E1,9.425749054E0,8.295748901E-1,-4.259841614E0
2.755305079E1,9.957892456E0,4.971162415E-1,-4.520299988E0
2.757315979E1,1.027523254E1,1.784289551E-1,-3.678450623E0
2.759326979E1,1.067340454E1,-6.436614990E-2,-2.431244202E0
2.761337979E1,1.090587112E1,-1.534309387E-1,-1.599274292E0
2.763348917E1,1.042357407E1,-3.936813354E-2,-1.446591797E0
2.765359917E1,8.866511993E0,-1.784289551E-1,-3.084036713E0
2.767370917E1,1.032897079E1,-1.168470154E0,-5.584586792E0
2.769381817E1,1.318607941E1,-1.486408997E-1,-7.853269043E0
2.771392817E1,1.116902390E1,-1.036444702E0,-8.642427979E0
2.773403817E1,7.239844666E0,-3.291654968E0,-6.263275452E0
2.775414717E1,6.195765839E0,-4.399501190E0,-3.540287933E0
2.777425717E1,5.826483765E0,-3.907923431E0,-1.865121460E0
2.779436717E1,6.417903900E0,-1.914518738E0,-1.997895355E0
2.781447617E1,8.715326385E0,-1.981878662E-1,-3.310216370E0
2.783458617E1,1.072759186E1,1.072220306E0,-4.258644104E0
2.785469617E1,1.060769119E1,6.029461670E-1,-4.714146881E0
2.787480517E1,9.419013062E0,-6.538403320E-1,-4.660109253E0
2.789491517E1,8.672365723E0,-1.560055847E0,-3.598367157E0
2.791502517E1,7.987988892E0,-1.945354614E0,-2.539020081E0
2.793513517E1,7.566914520E0,-2.003134460E0,-2.126477966E0
2.795524417E1,7.881560211E0,-1.665736084E0,-1.910028076E0
2.797535417E1,8.443491669E0,-1.219064941E0,-2.161505127E0
2.799546417E1,8.778345337E0,-6.902146912E-1,-2.517315216E0
2.801557317E1,8.798104248E0,-2.421963501E-1,-2.793341217E0
2.803568317E1,8.872050476E0,-1.826202393E-1,-2.643652496E0
2.805579317E1,9.235943756E0,-5.360353088E-1,-2.326761475E0
2.807590217E1,9.665400696E0,-7.949967957E-1,-2.070793762E0
2.809601217E1,9.775122528E0,-8.943901062E-1,-2.039658508E0
2.811612217E1,9.395362244E0,-1.326990509E0,-2.542313232E0
2.813623117E1,9.780511322E0,-1.660047913E0,-1.620679779E0
2.815634117E1,1.131182693E1,-1.023721161E0,-4.343966675E-1
2.817645117E1,1.170461014E1,-4.361929321E-1,-4.745132446E-1
2.819656017E1,1.125659180E1,-4.308041382E-1,-2.812651062E0
2.821667017E1,1.105615860E1,-1.744023285E0,-5.029241638E0
2.823678017E1,1.284793259E1,-2.675087128E0,-5.188360748E0
2.825688917E1,1.124626328E1,-3.328628082E0,-5.596561890E0
2.827699917E1,8.182733917E0,-3.805835724E0,-5.132975922E0
2.829710917E1,6.504423981E0,-2.578837280E0,-5.763015747E0
2.831721817E1,5.790109406E0,-8.071215820E-1,-5.627397766E0
2.833732817E1,5.618117065E0,1.827699280E-1,-4.467609558E0
2.835743817E1,7.167844391E0,-3.239263916E-1,-4.437222748E0
2.837754717E1,8.987011414E0,-1.691482544E0,-4.300706635E0
2.839765717E1,1.009156448E1,-3.066373444E0,-3.372486877E0
2.841776717E1,1.034214340E1,-3.360511780E0,-3.045566711E0
2.843787717E1,9.367370453E0,-1.971550140E0,-3.267405396E0
2.845798617E1,8.200696564E0,-4.501139832E-1,-3.500321045E0
2.847809617E1,7.297025757E0,4.707710266E-1,-3.801644440E0
2.849820617E1,6.855294342E0,9.389973450E-1,-4.146377563E0
2.851831517E1,6.904242554E0,1.222358093E0,-4.296066284E0
2.853842517E1,7.471263428E0,1.114432526E0,-3.951183472E0
2.855853517E1,8.411009216E0,6.876699829E-1,-3.602708130E0
2.857864417E1,9.174122314E0,2.257305908E-1,-3.519032135E0
2.859875417E1,9.427545319E0,-1.185534668E-1,-3.480562134E0
2.861886742E1,9.330247650E0,-2.935395813E-1,-3.386108551E0
2.863897642E1,9.035360870E0,-1.920506287E-1,-3.372486877E0
2.865908642E1,8.842711487E0,9.984237671E-2,-3.461851044E0
2.867919642E1,8.901838531E0,4.074526978E-1,-3.778592377E0
2.869930542E1,9.334289246E0,5.751040649E-1,-4.120631104E0
2.871941542E1,9.869875488E0,8.693920898E-1,-4.044888611E0
2.873952542E1,1.035307068E1,1.150806885E0,-3.370989990E0
2.875963442E1,1.074256073E1,1.072369995E0,-2.566263428E0
2.877974442E1,1.087219116E1,6.815327454E-1,-2.239792328E0
2.879985442E1,9.773475952E0,1.088237000E-1,-3.031945038E0
2.881996342E1,1.010533585E1,-9.809101868E-1,-4.820425873E0
2.884007342E1,1.243823456E1,-8.487350464E-1,-5.954317932E0
2.886018342E1,1.239662109E1,1.041833496E-1,-7.026987305E0
2.888029242E1,9.409432983E0,-1.825603638E0,-6.464157715E0
2.890040242E1,7.080426178E0,-2.761008453E0,-5.308411102E0
2.892051242E1,6.477779388E0,-3.650458832E0,-2.944826202E0
2.894062142E1,5.954018555E0,-3.816613312E0,-1.643133087E0
2.896073142E1,6.711742859E0,-2.316133575E0,-1.361867981E0
2.898084142E1,9.310189362E0,-7.568261719E-1,-2.429447937E0
2.900095042E1,1.116243759E1,-9.984237671E-2,-3.942950592E0
2.902106042E1,1.058179504E1,-5.884263611E-1,-4.941973114E0
2.904117042E1,9.263636169E0,-1.270707550E0,-4.911586304E0
2.906127942E1,8.180039520E0,-1.645228729E0,-4.083208923E0
2.908138942E1,7.414830780E0,-1.867815857E0,-3.141367493E0
2.910149842E1,7.180567932E0,-1.576671295E0,-2.471959534E0
2.912160842E1,7.661517792E0,-1.016087036E0,-2.344125366E0
2.914171842E1,8.439300385E0,-6.339317322E-1,-2.527044983E0
2.916182742E1,8.931177521E0,-4.358935547E-1,-2.816992035E0
2.918193742E1,9.123826904E0,-4.522096252E-1,-2.778971100E0
2.920204742E1,9.077124023E0,-9.225315857E-1,-2.426304474E0
2.922215642E1,9.194330292E0,-1.459764404E0,-2.036515045E0
2.924226642E1,9.639953613E0,-1.426533508E0,-1.759291534E0
2.926237642E1,1.000639160E1,-9.349557495E-1,-1.737436981E0
2.928248542E1,9.841734009E0,-4.264631653E-1,-2.416275330E0
2.930259542E1,9.817185059E0,-4.061054993E-1,-2.921325073E0
2.932270542E1,1.032283356E1,-3.264710999E-1,-1.794318695E0
2.934281442E1,1.127949417E1,5.224136353E-2,-8.505313110E-1
2.936292442E1,1.167452271E1,1.231938171E-1,-1.612446899E0
2.938303442E1,1.041534119E1,-1.192420349E0,-4.048780518E0
2.940314342E1,1.265363663E1,-2.752326508E0,-4.918322296E0
2.942325342E1,1.196641571E1,-3.903283081E0,-5.116210785E0
2.944336342E1,8.834328918E0,-3.686982880E0,-4.926255798E0
2.946347242E1,6.674320679E0,-2.761756897E0,-5.241500244E0
2.948358242E1,5.938151550E0,-1.135239258E0,-5.848338318E0
2.950369242E1,6.204447784E0,7.334747314E-3,-4.985682220E0
2.952380142E1,7.626191254E0,-3.980223083E-1,-4.475243683E0
2.954391142E1,9.248367920E0,-1.314117279E0,-4.378245392E0
2.956402042E1,9.984836426E0,-2.508782959E0,-3.699856110E0
2.958413042E1,9.810449066E0,-3.043920135E0,-3.078797607E0
2.960424042E1,9.055419159E0,-2.213297424E0,-3.030597839E0
2.962434996E1,8.124804382E0,-1.151106262E0,-3.468886414E0
2.964445996E1,7.366780701E0,-4.026626587E-1,-3.765868835E0
2.966456996E1,6.975943451E0,2.980302429E-1,-4.043391724E0
2.968467896E1,7.065008240E0,9.586065674E-1,-4.089645538E0
2.970478896E1,7.466174011E0,1.235381012E0,-3.814817047E0
2.972489896E1,7.934100952E0,8.765771484E-1,-3.551514587E0
2.974500796E1,8.512049103E0,6.400689697E-1,-3.544479218E0
2.976511796E1,9.019344177E0,2.305206299E-2,-3.478316803E0
2.978522796E1,9.232351227E0,-5.384303284E-1,-3.487597504E0
2.980533696E1,9.352401581E0,-5.926176453E-1,-3.404819641E0
2.982544696E1,9.350006561E0,-2.920426941E-1,-3.289559326E0
2.984555596E1,9.555529175E0,1.306782532E-1,-3.413651276E0
2.986566596E1,1.012763947E1,4.116439819E-1,-3.764222260E0
2.988577596E1,1.044198578E1,5.081932068E-1,-3.982318726E0
2.990588496E1,1.039932449E1,6.358776855E-1,-3.670517120E0
2.992599496E1,1.047806076E1,9.466314697E-1,-2.958298187E0
2.994610496E1,1.059451859E1,1.006656647E0,-2.307152252E0
2.996621396E1,1.015009277E1,6.276448059E-1,-2.227068787E0
2.998632396E1,9.062903595E0,-4.141886902E-1,-3.963607635E0
3.000643296E1,1.142035126E1,-1.924697571E0,-4.820126495E0
3.002654296E1,1.230531097E1,-4.098477173E-1,-7.049889679E0
3.004665296E1,9.533375244E0,-1.579066315E0,-6.817273407E0
3.006676196E1,7.406597900E0,-3.277434540E0,-5.282065887E0
3.008687196E1,7.038812714E0,-4.419559479E0,-3.112327881E0
3.010698196E1,6.825955353E0,-4.070186005E0,-1.724114685E0
3.012709096E1,7.837551727E0,-1.917512512E0,-2.220931549E0
3.014720096E1,9.958191833E0,-2.905458069E-1,-3.914509735E0
3.016730996E1,1.047641418E1,4.125421143E-1,-5.037773895E0
3.018741996E1,9.576186218E0,-5.658233643E-2,-4.809797974E0
3.020752996E1,8.706345062E0,-6.071374512E-1,-4.220623169E0
3.022763896E1,7.921976166E0,-1.296454010E0,-3.218008118E0
3.024774896E1,7.279512177E0,-1.979932709E0,-2.119741974E0
3.026785896E1,7.376809845E0,-2.048490143E0,-1.407373352E0
3.028796796E1,8.101003876E0,-1.700613556E0,-1.265318756E0
3.030807796E1,8.918453979E0,-1.187480621E0,-1.687291260E0
3.032818696E1,9.414821777E0,-5.677693176E-1,-2.268981628E0
3.034829696E1,9.633666687E0,-2.420466614E-1,-2.468067627E0
3.036840696E1,9.754465485E0,-4.058061218E-1,-2.305355988E0
3.038851596E1,9.964329071E0,-6.240522766E-1,-2.134561157E0
3.040862596E1,1.000938538E1,-5.882766724E-1,-1.878593445E0
3.042873596E1,9.953850861E0,-4.079017639E-1,-1.793420563E0
3.044884496E1,1.002510269E1,-5.795947266E-1,-1.960922241E0
3.046895496E1,1.082054855E1,-1.011446686E0,-1.471440125E0
3.048906396E1,1.103415436E1,-1.102457428E0,-6.707551575E-1
3.050917396E1,1.096305222E1,-7.026388550E-1,-9.328601074E-1
3.052928396E1,9.859846344E0,-1.312919769E0,-2.944377136E0
3.054939296E1,1.176298874E1,-2.113155670E0,-4.155658264E0
3.056950296E1,1.141376495E1,-3.122207336E0,-5.213358765E0
3.058961296E1,8.373287659E0,-2.965632935E0,-5.701343994E0
3.060972196E1,6.440806274E0,-2.485730896E0,-5.723647614E0
3.062982829E1,5.808670807E0,-1.575773163E0,-5.679788818E0
3.064993729E1,6.892117767E0,-9.369017029E-1,-4.648882599E0
3.067004729E1,8.713679810E0,-1.287921753E0,-4.338428192E0
3.069015729E1,1.006282425E1,-1.753902740E0,-4.041146393E0
3.071026629E1,1.083821182E1,-2.333946533E0,-3.446133728E0
3.073037629E1,1.031699570E1,-2.298170929E0,-3.179238739E0
3.075048529E1,9.179960175E0,-1.521436157E0,-2.962339783E0
3.077059529E1,7.836204529E0,-5.269042969E-1,-2.853815460E0
3.079070529E1,6.952741699E0,1.016386414E-1,-3.096011810E0
3.081081429E1,6.702013092E0,4.667294312E-1,-3.545826416E0
3.083092429E1,6.968758392E0,6.905140686E-1,-3.841761017E0
3.085103329E1,7.468119965E0,6.524931335E-1,-3.614533539E0
3.087114329E1,8.131540375E0,7.361691284E-1,-3.432811432E0
3.089125329E1,8.794062653E0,9.921368408E-1,-3.755240936E0
3.091136229E1,9.253607025E0,9.213340759E-1,-3.879482574E0
3.093147229E1,9.293573914E0,5.881269836E-1,-3.529959412E0
3.095158229E1,9.273066559E0,4.632865906E-1,-3.049757996E0
3.097169129E1,9.371711426E0,7.099736023E-1,-2.924767914E0
3.099180129E1,9.520052948E0,1.272952881E0,-3.463497620E0
3.101191029E1,9.902807007E0,1.639690247E0,-4.261488190E0
3.103202029E1,1.059571609E1,1.869163055E0,-4.151616669E0
3.105213029E1,1.087937622E1,1.472787323E0,-3.103645935E0
3.107223929E1,1.105181763E1,9.848020935E-1,-2.348466339E0
3.109234929E1,1.074480606E1,3.710783386E-1,-2.220183105E0
3.111245829E1,9.774972839E0,-6.849755859E-1,-3.518433380E0
3.113256829E1,1.112995514E1,-1.855691071E0,-4.742587738E0
3.115267829E1,1.221100708E1,-3.185375977E-1,-6.416407013E0
3.117278729E1,9.383087769E0,-5.493576050E-1,-6.968159637E0
3.119289729E1,7.001540222E0,-2.960393829E0,-5.012177124E0
3.121300629E1,6.837182007E0,-4.216431885E0,-3.132386169E0
3.123311629E1,7.317832489E0,-3.691922607E0,-1.946552124E0
3.125322629E1,8.624465332E0,-1.809586945E0,-1.876946869E0
3.127333529E1,1.032507889E1,-4.305047607E-1,-2.971470795E0
3.129344529E1,1.064376617E1,7.027885437E-1,-4.107757874E0
3.131355429E1,9.487121429E0,8.955876160E-1,-4.703668671E0
3.133366429E1,8.168962555E0,6.469546509E-1,-4.523144073E0
3.135377429E1,7.142846375E0,-3.129991150E-1,-3.625760193E0
3.137388329E1,6.913223877E0,-1.401086426E0,-2.422113190E0
3.139399329E1,7.208559723E0,-1.779948578E0,-1.405277710E0
3.141410329E1,8.223598938E0,-1.587598572E0,-1.151705017E0
3.143421229E1,9.105115814E0,-1.135838013E0,-1.665736084E0
3.145432229E1,9.579329681E0,-7.035369873E-1,-2.303709412E0
3.147443129E1,9.714498596E0,-3.047662354E-1,-2.782713318E0
3.149454129E1,9.531878357E0,-3.275189209E-1,-3.033741302E0
3.151465129E1,9.620194702E0,-6.477030945E-1,-2.803070984E0
3.153476029E1,1.007300308E1,-5.513035583E-1,-2.337539063E0
