"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.066475333E0,1.152198990E1,-1.875150604E0,1.230441284E-1
8.086584333E0,1.252999374E1,-3.934717712E0,3.140469360E-1
8.106692333E0,1.186043610E1,-4.605173492E0,1.176553345E-1
8.126801333E0,1.022778122E1,-4.107159119E0,1.401086426E-1
8.146910333E0,8.661737823E0,-2.941682739E0,2.829116821E-2
8.167019333E0,7.547754364E0,-1.443747711E0,-3.965254211E-1
8.187128333E0,7.125931549E0,-1.339714050E-1,-7.108717346E-1
8.207237333E0,7.087162170E0,9.309141541E-1,-9.008267212E-1
8.227346333E0,7.553292847E0,1.283880157E0,-8.497828674E-1
8.247455333E0,8.209677887E0,9.931846619E-1,-5.981561279E-1
8.267564333E0,8.624165955E0,6.550378418E-1,-4.153862000E-1
8.287673333E0,9.055119781E0,4.813989258E-1,-5.257067871E-1
8.307782333E0,9.295220490E0,4.558021545E-1,-3.956272888E-1
8.327891333E0,9.257199554E0,3.622467041E-1,-1.071771240E-1
8.348000333E0,9.435628510E0,2.404000854E-1,2.453398132E-1
8.368109333E0,9.756710815E0,1.077758789E-2,5.617817688E-1
8.388218333E0,9.888586578E0,7.664062500E-2,6.345304871E-1
8.408327333E0,9.770182800E0,-8.113128662E-2,1.878593445E-1
8.428436750E0,1.020472916E1,-1.712438965E-1,1.525328064E-1
8.448545750E0,1.087338867E1,1.809736633E-1,9.494755554E-1
8.468654750E0,1.120180573E1,4.999603271E-2,1.539847870E0
8.488763750E0,1.157123749E1,-6.551875305E-1,1.629960480E0
8.508872750E0,1.149729126E1,-7.932005310E-1,1.362466736E0
8.528981750E0,1.055949142E1,9.535171509E-2,8.274792480E-1
8.549090750E0,9.694739685E0,1.179547119E-1,-1.064286804E-1
8.569199750E0,9.696386261E0,-8.071215820E-1,-1.586101685E0
8.589308750E0,1.183888092E1,-1.470841370E0,-2.479743347E0
8.609417750E0,1.334654572E1,-1.093625793E0,-3.470682678E0
8.629526750E0,1.082189575E1,-2.169139252E0,-4.331991577E0
8.649635750E0,8.495733032E0,-4.715494080E0,-1.600471802E0
8.669744750E0,8.268804932E0,-6.505771179E0,7.893086243E-1
8.689853750E0,9.812993774E0,-5.351072388E0,3.516188049E-1
8.709962750E0,1.199725159E1,-3.315904541E0,-2.107617188E-1
8.730071750E0,1.290122177E1,-4.176315308E-2,-3.198847961E-1
8.750180750E0,1.174906769E1,2.345921631E0,-9.291178894E-1
8.770289750E0,9.995015259E0,2.591261444E0,-1.480122070E0
8.790398750E0,8.317603455E0,9.945318604E-1,-1.258133698E0
8.810507750E0,6.852150879E0,-1.396595764E0,-2.261796570E-1
8.830616750E0,6.016438751E0,-3.037034454E0,8.964857483E-1
8.850725750E0,5.716911621E0,-3.542383575E0,1.734143829E0
8.870834750E0,6.231242065E0,-3.366798706E0,2.008223877E0
8.890943750E0,7.405250702E0,-3.000211029E0,1.444047089E0
8.911052750E0,8.553512878E0,-2.802621918E0,8.291258240E-1
8.931161750E0,9.319619751E0,-2.517464905E0,7.017407227E-1
8.951270750E0,9.420509949E0,-1.996099091E0,9.113049316E-1
8.971379750E0,9.243128815E0,-1.696721649E0,7.958949280E-1
8.991488750E0,9.273964691E0,-1.527423706E0,1.044078827E0
9.011597750E0,9.590855713E0,-1.462458801E0,1.574276276E0
9.031706750E0,1.010593460E1,-1.501976624E0,1.747615814E0
9.051815750E0,1.063837738E1,-1.382974091E0,1.008602600E0
9.071924750E0,1.070513855E1,-1.570084991E0,1.530716858E0
9.092033750E0,1.134745285E1,-1.592238922E0,2.664459229E0
9.112142750E0,1.175625275E1,-1.561103668E0,2.787653046E0
9.132251750E0,1.090632019E1,-1.226100311E0,2.488275604E0
9.152360750E0,9.717791748E0,-9.033714294E-1,1.978735199E0
9.172469750E0,9.931996307E0,-1.258732452E0,4.927752686E-1
9.192578750E0,1.142184814E1,-3.409609680E0,-1.150208130E0
9.212687750E0,1.314222061E1,-6.375841370E0,-2.221380615E-1
9.232796750E0,1.100631226E1,-6.002517700E0,-1.790277100E0
9.252905750E0,8.373287659E0,-3.982019348E0,-3.547922058E0
9.273014750E0,8.007298737E0,-1.130598907E0,-3.826642456E0
9.293123750E0,8.170010376E0,1.572330322E0,-2.572101288E0
9.313232750E0,8.189619598E0,1.373394012E0,-1.326691132E0
9.333341750E0,9.370663605E0,-1.595083008E0,-1.037492523E0
9.353450750E0,1.105032074E1,-3.998784485E0,-2.715353394E-1
9.373559750E0,1.135089569E1,-5.447621613E0,4.409829712E-1
9.393668750E0,1.029139893E1,-4.828059998E0,1.959425354E-1
9.413777750E0,9.117240601E0,-3.143762512E0,-4.593946838E-1
9.433886125E0,8.552165680E0,-1.870360565E0,-1.064586182E0
9.453995125E0,8.026309204E0,-7.125183105E-2,-1.526824951E0
9.474104125E0,7.806566162E0,8.560697937E-1,-1.578168182E0
9.494213125E0,7.825576630E0,7.691006470E-1,-1.510359192E0
9.514322125E0,8.276738434E0,3.329077148E-1,-9.346563721E-1
9.534431125E0,8.722810822E0,-1.719923401E-1,-4.752616882E-1
9.554540125E0,9.185947723E0,-5.050497437E-1,-4.180805969E-1
9.574649125E0,9.762398987E0,-7.050338745E-1,-5.981561279E-1
9.594758125E0,9.956395569E0,-9.565109253E-1,-6.819818115E-1
9.614867125E0,9.898615723E0,-1.221759338E0,-4.695735168E-1
9.634976125E0,9.686057739E0,-1.114133148E0,1.080752563E-1
9.655085125E0,9.342222748E0,-6.658154297E-1,4.715194702E-1
9.675194125E0,9.430090027E0,-2.902464294E-1,-4.340972900E-2
9.695303125E0,9.834998016E0,-6.378236389E-1,-1.058598633E0
9.715412125E0,1.005399261E1,-7.206015015E-1,-1.063388672E0
9.735521125E0,1.003393433E1,-1.180145874E0,1.122665405E-1
9.755630125E0,1.011506561E1,-1.856589203E0,1.399140472E0
9.775739125E0,9.914782104E0,-2.622097321E0,1.839375000E0
9.795848125E0,9.235045624E0,-2.371518402E0,7.905061340E-1
9.815957125E0,9.249415741E0,-2.216141510E0,-1.641037445E0
9.836066125E0,1.071501801E1,-4.079167328E0,-2.982996826E0
9.856175125E0,1.378558273E1,-3.367547150E0,-2.905607758E0
9.876284125E0,1.332738556E1,-1.926044769E0,-4.188589783E0
9.896393125E0,1.012778915E1,-2.796035614E0,-4.820126495E0
9.916502125E0,8.632249146E0,-3.505859528E0,-3.794160004E0
9.936611125E0,8.045768738E0,-4.352798309E0,-2.286794586E0
9.956720125E0,7.907007294E0,-4.547094269E0,-9.102571106E-1
9.976829125E0,8.392148438E0,-3.824995880E0,-5.408253479E-1
9.996938125E0,9.053473206E0,-3.701053619E0,-1.114582214E0
1.001704713E1,9.696685638E0,-3.773802338E0,-1.731449432E0
1.003715612E1,9.863887939E0,-3.691623230E0,-2.128274231E0
1.005726512E1,9.583520966E0,-3.394341431E0,-2.041005707E0
1.007737513E1,9.037905579E0,-3.143163757E0,-1.615141296E0
1.009748412E1,8.543184357E0,-2.927462311E0,-1.318907318E0
1.011759312E1,8.367449799E0,-2.636916504E0,-1.085093536E0
1.013770213E1,8.496780853E0,-2.316283264E0,-9.032217407E-1
1.015781112E1,8.749305725E0,-2.208058319E0,-6.858737183E-1
1.017792012E1,9.115594025E0,-2.154020691E0,-4.433779907E-1
1.019802913E1,9.363777924E0,-2.204765167E0,-1.811233521E-1
1.021813812E1,9.376052399E0,-2.526895294E0,-2.903961182E-2
1.023824713E1,9.422006836E0,-2.712958374E0,1.347198486E-1
1.025835612E1,9.308093719E0,-2.821482697E0,3.906875610E-1
1.027846512E1,9.222621460E0,-2.766996002E0,7.494914246E-1
1.029857413E1,9.224567413E0,-2.617756348E0,1.203796692E0
1.031868312E1,9.285790100E0,-2.556234283E0,1.723665619E0
1.033879212E1,9.236243134E0,-2.717449036E0,2.114652557E0
1.035890113E1,9.001381531E0,-2.956501923E0,2.331551514E0
1.037901012E1,8.568182373E0,-3.105142822E0,2.407743073E0
1.039911913E1,8.449479218E0,-2.981649628E0,2.223476257E0
1.041923171E1,8.862769775E0,-3.226091309E0,1.076112213E0
1.043934071E1,1.081231567E1,-3.801345062E0,-2.395019531E-3
1.045944971E1,1.317934341E1,-5.118007050E0,-8.556207275E-1
1.047955871E1,1.207164688E1,-5.784421234E0,-1.588047638E0
1.049966771E1,9.355095978E0,-4.357588348E0,-2.094893646E0
1.051977671E1,8.245453491E0,-2.996768188E0,-2.370171204E0
1.053988571E1,7.941136322E0,-1.191073151E0,-3.009491730E0
1.055999471E1,8.352331238E0,3.424877930E-1,-3.457360382E0
1.058010371E1,9.278605042E0,1.884580994E-1,-2.611170044E0
1.060021271E1,1.053120026E1,-1.994153137E0,-1.554517365E0
1.062032171E1,1.084045715E1,-3.021017761E0,-1.129401398E0
1.064043071E1,1.052057236E1,-2.898123322E0,-1.071172485E0
1.066053971E1,1.002061203E1,-1.969304810E0,-1.112785950E0
1.068064871E1,9.510921936E0,-1.423390045E0,-9.952803040E-1
1.070075771E1,9.094188538E0,-1.216220856E0,-1.073567505E0
1.072086671E1,8.648265839E0,-8.957373047E-1,-1.432071991E0
1.074097571E1,8.243956604E0,-4.342469788E-1,-1.483265533E0
1.076108571E1,8.054450684E0,-1.688488770E-1,-1.002764740E0
1.078119471E1,8.264763336E0,-2.034269714E-1,-5.297483826E-1
1.080130371E1,9.159452820E0,-5.798941040E-1,-2.838098145E-1
1.082141271E1,1.022134460E1,-1.030457153E0,-2.318678284E-1
1.084152171E1,1.050201096E1,-1.178050232E0,-2.733316040E-1
1.086163071E1,9.953102417E0,-1.008901978E0,-4.864883423E-1
1.088173971E1,9.244026947E0,-2.893482971E-1,-1.691482544E-1
1.090184871E1,8.863667908E0,5.438191223E-1,3.326083374E-1
1.092195771E1,8.908125458E0,1.100960541E0,5.836363220E-1
1.094206671E1,9.250912628E0,1.209784241E0,5.316943359E-1
1.096217571E1,9.786947937E0,8.958869934E-1,1.874102783E-1
1.098228471E1,1.029109955E1,2.707868958E-1,-2.011816406E-1
1.100239371E1,1.037223083E1,-3.802093506E-1,-3.794609070E-1
1.102250271E1,1.017494110E1,-5.812413025E-1,-2.537223816E-1
1.104261171E1,1.034977753E1,-4.266128540E-1,6.653663635E-1
1.106272071E1,1.069481003E1,-2.865042114E-1,1.584006042E0
1.108282971E1,1.079210770E1,-4.391867065E-1,1.836231537E0
1.110293871E1,1.068163742E1,-7.128176880E-1,1.248553619E0
1.112304771E1,1.079240707E1,-1.311722260E0,-6.313870239E-1
1.114315671E1,1.183184555E1,-2.569855957E0,-2.170486450E0
1.116326571E1,1.390368713E1,-2.304308167E0,-2.830014954E0
1.118337471E1,1.279149994E1,-1.777104492E0,-3.906576233E0
1.120348371E1,9.180858307E0,-3.107238464E0,-3.848197632E0
1.122359371E1,6.830146637E0,-4.696034546E0,-1.495540009E0
1.124370271E1,5.599256287E0,-5.482648773E0,1.733395386E-1
1.126381171E1,6.475084991E0,-4.400399323E0,-5.538482666E-3
1.128392071E1,9.424701233E0,-2.549348602E0,-6.613247681E-1
1.130402971E1,1.249855911E1,-3.423381042E-1,-5.263055420E-1
1.132413871E1,1.295795380E1,8.449928284E-1,-1.020877075E0
1.134424771E1,1.133787277E1,8.928932190E-1,-1.867965546E0
1.136435671E1,1.000414627E1,4.954696655E-2,-1.813927917E0
1.138446571E1,8.844807129E0,-1.321002960E0,-8.619076538E-1
1.140457471E1,7.794291687E0,-2.469414825E0,1.049317932E-1
1.142468008E1,7.107968903E0,-3.022814026E0,6.990463257E-1
1.144478908E1,7.012317810E0,-2.889441376E0,1.056802368E0
1.146489808E1,7.547005920E0,-2.640808411E0,9.786648560E-1
1.148500708E1,8.287066956E0,-2.168091431E0,5.758525085E-1
1.150511608E1,8.962911530E0,-1.602567444E0,1.130149841E-1
1.152522508E1,9.238039398E0,-1.284478912E0,1.026864624E-1
1.154533408E1,9.008117523E0,-1.007105713E0,4.626878357E-1
1.156544308E1,8.806786194E0,-9.044192505E-1,7.220983887E-1
1.158555308E1,8.866362305E0,-9.990225220E-1,8.171507263E-1
1.160566208E1,9.495054932E0,-1.197360077E0,1.412313080E0
1.162577108E1,1.044782364E1,-1.374142456E0,1.672472076E0
1.164588008E1,1.109178452E1,-1.362466736E0,1.160686340E0
1.166598908E1,1.130793503E1,-1.392554169E0,1.114432526E0
1.168609808E1,1.111827942E1,-1.562600555E0,2.125879211E0
1.170620708E1,1.075109299E1,-1.627864838E0,2.944526825E0
1.172631608E1,1.041698776E1,-1.696571960E0,1.835932159E0
1.174642508E1,1.106064926E1,-2.241588593E0,-9.325607300E-2
1.176653408E1,1.256352402E1,-4.100123749E0,-7.831713867E-1
1.178664308E1,1.297501831E1,-5.595963135E0,-2.477348328E-1
1.180675208E1,9.565109253E0,-4.900209961E0,-1.580114136E0
1.182686108E1,7.660020905E0,-3.343746643E0,-2.684218140E0
1.184697008E1,7.221283264E0,-7.149133301E-1,-2.966082001E0
1.186707908E1,7.495063934E0,1.586401062E0,-2.131118317E0
1.188718808E1,8.433312836E0,1.232087860E0,-1.161584473E0
1.190729708E1,1.014934433E1,-1.401685181E0,-1.027164001E0
1.192740708E1,1.098026642E1,-3.427123260E0,-7.087760925E-1
1.194751608E1,1.085018692E1,-4.316573639E0,-1.962419128E-1
1.196762508E1,1.004860382E1,-3.859424286E0,1.689985657E-1
1.198773408E1,9.516310730E0,-2.704126740E0,-1.724414062E-1
1.200784308E1,8.841663666E0,-1.629511414E0,-7.285350037E-1
1.202795208E1,8.272547150E0,-3.366499329E-1,-1.039588165E0
1.204806108E1,8.130642242E0,6.466552734E-1,-1.176703033E0
1.206817008E1,8.342152405E0,9.973759460E-1,-1.092577972E0
1.208827908E1,8.428522797E0,1.019230499E0,-8.530760193E-1
1.210838808E1,8.558302917E0,8.075706482E-1,-6.520440674E-1
1.212849708E1,8.824449463E0,3.641926575E-1,-4.646337891E-1
1.214860608E1,9.107510834E0,1.688488770E-1,-3.594026184E-1
1.216871508E1,9.281299438E0,1.910028076E-1,-1.939965820E-1
1.218882408E1,9.390572205E0,-6.765930176E-2,2.484832764E-2
1.220893408E1,9.606423340E0,-4.435276794E-1,3.092568970E-1
1.222904308E1,9.829609222E0,-4.466711426E-1,5.083428955E-1
1.224915208E1,1.008228378E1,-3.867956543E-1,2.267784119E-1
1.226926108E1,1.042207718E1,-6.622229004E-1,-1.947450256E-1
1.228937008E1,1.063403641E1,-8.744815063E-1,-2.300715637E-1
1.230947908E1,1.078612015E1,-7.087760925E-1,5.565426636E-1
1.232958808E1,1.094000015E1,-5.213658142E-1,1.639839935E0
1.234969708E1,1.112815887E1,-4.218228149E-1,1.972148895E0
1.236980608E1,1.071397018E1,-5.089416504E-3,1.015488281E0
1.238991508E1,9.992769928E0,1.781295776E-2,-8.158035278E-1
1.241002408E1,1.059781174E1,-6.066883850E-1,-2.698588257E0
1.243013308E1,1.263941620E1,-5.083428955E-1,-3.446133728E0
1.245024308E1,1.203452408E1,-1.087638245E0,-4.074077911E0
1.247035208E1,9.263636169E0,-3.128943329E0,-2.640209656E0
1.249046108E1,7.794591064E0,-5.154082031E0,-3.165916443E-1
1.251057008E1,8.332123260E0,-5.507646790E0,1.321751404E-1
1.253067908E1,1.031669632E1,-3.948040009E0,-5.348377991E-1
1.255078808E1,1.234273315E1,-1.626218262E0,-4.474195862E-1
1.257089708E1,1.232177673E1,8.897497559E-1,-2.439926147E-1
1.259100608E1,1.075977493E1,1.683549042E0,-5.912704468E-1
1.261111508E1,9.138047333E0,9.259744263E-1,-1.516197052E0
1.263122408E1,7.948770447E0,-7.923023987E-1,-1.383423157E0
1.265133308E1,7.349416809E0,-2.214045868E0,-4.821473694E-1
1.267144208E1,6.978787537E0,-3.149001617E0,3.412902832E-1
1.269155108E1,7.166048126E0,-3.653901672E0,8.476872253E-1
1.271166108E1,7.749983826E0,-3.667074280E0,8.731343079E-1
1.273177008E1,8.180189209E0,-3.402723999E0,6.183641052E-1
1.275187908E1,8.473728790E0,-2.708318024E0,2.071691895E-1
1.277198808E1,8.754095764E0,-1.840871887E0,2.210902405E-1
1.279209708E1,8.879534912E0,-1.173260193E0,5.565426636E-1
1.281220608E1,8.889713745E0,-7.499404907E-1,5.671705627E-1
1.283231508E1,9.064999237E0,-5.813909912E-1,5.864804077E-1
1.285242408E1,9.579778748E0,-6.203100586E-1,8.776249695E-1
1.287253308E1,1.042043060E1,-8.680448914E-1,1.332978058E0
1.289264208E1,1.084898941E1,-1.234931946E0,1.030457153E0
1.291275108E1,1.092263626E1,-1.728455658E0,8.173004150E-1
1.293286108E1,1.092802505E1,-1.879042511E0,2.091750183E0
1.295297008E1,1.116558105E1,-1.495839386E0,3.119363251E0
1.297307908E1,1.103804626E1,-1.073268127E0,2.792742462E0
1.299318808E1,1.038315811E1,-9.039701843E-1,1.234482880E0
1.301329708E1,1.077264816E1,-1.313817902E0,4.834945679E-2
1.303340608E1,1.194905182E1,-3.276386719E0,-6.192622375E-1
1.305351508E1,1.240395584E1,-5.073699188E0,-4.676275635E-1
1.307362408E1,1.005608826E1,-4.729714508E0,-2.012564850E0
1.309373308E1,8.192164307E0,-2.857407990E0,-3.215014343E0
1.311384208E1,7.356152802E0,-2.107617188E-1,-2.991080017E0
1.313395108E1,7.611222382E0,1.730850677E0,-1.547182617E0
1.315406108E1,8.482560425E0,7.970924377E-1,-3.957769775E-1
1.317417008E1,1.019350250E1,-1.836081848E0,-1.745370483E-1
1.319427908E1,1.123922791E1,-3.897295532E0,1.930984497E-2
1.321438808E1,1.112875763E1,-4.697830811E0,9.280700684E-2
1.323449708E1,1.002989273E1,-3.538791046E0,6.137237549E-3
1.325460608E1,9.082961884E0,-2.247276764E0,-4.312532043E-1
1.327471508E1,8.613687744E0,-1.299447784E0,-7.270381165E-1
1.329482408E1,8.212821350E0,-9.654922485E-2,-9.910890198E-1
1.331493308E1,8.053402863E0,7.396119690E-1,-1.005159760E0
1.333504208E1,8.301437073E0,1.202150116E0,-6.761439514E-1
1.335515108E1,8.609496460E0,1.091829529E0,-4.207749939E-1
1.337526108E1,9.012907562E0,6.180647278E-1,-1.829196167E-1
1.339537008E1,9.223818970E0,1.053808594E-1,-4.999603271E-2
1.341547908E1,9.272018738E0,-3.613485718E-1,-3.891906738E-2
1.343558813E1,9.438771973E0,-5.851332092E-1,1.320254517E-1
1.345569712E1,9.399852905E0,-7.282356262E-1,3.426374817E-1
1.347580612E1,9.398805084E0,-7.545808411E-1,6.248007202E-1
1.349591513E1,9.459279327E0,-4.373904419E-1,7.277865601E-1
1.351602412E1,9.715845795E0,-1.950444031E-1,6.201603699E-1
1.353613313E1,1.031340317E1,-1.646575928E-1,2.815644836E-1
1.355624313E1,1.080258591E1,-3.112028503E-1,-1.513352966E-1
1.357635212E1,1.094718521E1,-1.856140137E-1,-3.278182983E-2
1.359646113E1,1.085647385E1,1.300794983E-1,6.730004883E-1
1.361657012E1,1.078522202E1,1.124162292E-1,1.344504089E0
1.363667912E1,1.057850189E1,-5.298980713E-2,1.456920319E0
1.365678813E1,9.974358215E0,-1.580712891E-1,8.520281982E-1
1.367689712E1,9.878707123E0,-8.288264465E-1,-6.656657410E-1
1.369700612E1,1.132440079E1,-1.691931610E0,-2.072140961E0
1.371711513E1,1.344713654E1,-1.263522491E0,-3.075953522E0
1.373722412E1,1.230201782E1,-1.679058380E0,-4.058959351E0
1.375733413E1,9.458830261E0,-3.270399170E0,-2.835703125E0
1.377744312E1,7.686515808E0,-4.688550110E0,-2.787203979E-1
1.379755212E1,7.499255219E0,-5.072202301E0,5.385800171E-1
1.381766113E1,8.784332886E0,-3.640279999E0,-1.880090332E-1
1.383777012E1,1.083521805E1,-1.589993591E0,-2.745291138E-1
1.385787912E1,1.197539703E1,7.843688965E-1,-1.347198486E-2
1.387798813E1,1.128637985E1,1.501527557E0,-5.487588501E-1
1.389809712E1,9.933792572E0,7.683522034E-1,-1.484762421E0
1.391820612E1,8.871451721E0,-8.379574585E-1,-1.428180084E0
1.393831513E1,8.126450958E0,-2.316732330E0,-4.007167053E-1
1.395842512E1,7.362888794E0,-3.279230804E0,3.926335144E-1
1.397853413E1,7.137457581E0,-3.942351837E0,8.806187439E-1
1.399864312E1,7.671996002E0,-3.997287598E0,1.057999878E0
1.401875212E1,8.227041779E0,-3.655548248E0,8.484356689E-1
1.403886113E1,8.666827240E0,-2.860102386E0,3.261717224E-1
1.405897012E1,8.789871368E0,-2.004631348E0,1.399589539E-1
1.407907912E1,8.731492767E0,-1.210083618E0,4.043092346E-1
1.409918813E1,8.753047943E0,-5.102888489E-1,6.182144165E-1
1.411929712E1,8.929530945E0,-1.836680603E-1,7.300318909E-1
1.413940712E1,9.329948273E0,-2.252815247E-1,9.909393311E-1
1.415951613E1,1.019005966E1,-6.968009949E-1,1.364263000E0
1.417962512E1,1.097143478E1,-1.303040314E0,1.562899933E0
1.419973413E1,1.121003860E1,-1.422342224E0,1.244811401E0
1.421984312E1,1.091440338E1,-1.448986816E0,1.534758453E0
1.423995212E1,1.065873505E1,-1.312171326E0,2.525997162E0
1.426006113E1,1.061008621E1,-9.693841553E-1,2.605332184E0
1.428017012E1,1.095107712E1,-9.093589783E-1,1.895059204E-1
1.430028012E1,1.232192642E1,-2.496957550E0,-1.531315613E0
1.432038913E1,1.440439590E1,-4.662354584E0,-2.915936279E-1
1.434049812E1,1.124237137E1,-4.900060272E0,-1.679956512E0
1.436060712E1,7.771239624E0,-4.228706360E0,-2.577639771E0
1.438071613E1,6.244264984E0,-2.067799988E0,-2.807112579E0
1.440082512E1,6.576424255E0,5.683680725E-1,-1.861678619E0
1.442093383E1,7.612419891E0,3.140469360E-1,-5.468128967E-1
1.444104283E1,9.574240265E0,-2.198777618E0,-5.294490051E-1
1.446115183E1,1.126467499E1,-4.136198730E0,-7.375163269E-1
1.448126183E1,1.150223099E1,-4.710254974E0,-8.451425171E-1
1.450137083E1,1.054137909E1,-3.595074005E0,-7.062313843E-1
1.452147983E1,9.751322021E0,-2.261197815E0,-8.765771484E-1
1.454158883E1,9.028475189E0,-1.149010620E0,-9.913883972E-1
1.456169783E1,8.347541199E0,4.430786133E-2,-1.090632019E0
1.458180683E1,7.932903442E0,6.650669861E-1,-1.195563812E0
1.460191583E1,7.994425507E0,1.040336609E0,-1.190175018E0
1.462202483E1,8.378377075E0,8.800199890E-1,-8.482859802E-1
1.464213483E1,8.940907288E0,3.957769775E-1,-4.659809875E-1
1.466224383E1,9.493258667E0,5.523513794E-2,-2.532733154E-1
1.468235283E1,9.665849762E0,1.109193420E-1,-2.263293457E-1
1.470246183E1,9.413474579E0,2.706372070E-1,-3.206332397E-1
1.472257083E1,9.264683990E0,1.603166199E-1,-2.237846375E-1
1.474267983E1,9.247918854E0,5.553451538E-2,1.472937012E-1
1.476278883E1,9.322463837E0,1.413061523E-1,4.294569397E-1
1.478289783E1,9.745334473E0,8.232879639E-3,4.028123474E-1
1.480300783E1,1.040950333E1,-3.198847961E-1,1.639091492E-1
1.482311683E1,1.073732162E1,-7.744894409E-1,-1.140628052E-1
1.484322583E1,1.037761963E1,-1.055155792E0,-4.385879517E-2
1.486333483E1,1.012075378E1,-9.292675781E-1,6.474037170E-1
1.488344383E1,1.009066635E1,-9.126521301E-1,1.513203278E0
1.490355283E1,1.011865814E1,-1.301543427E0,2.041155396E0
1.492366183E1,9.864636383E0,-1.379680939E0,1.605411530E0
1.494377083E1,9.950557709E0,-7.219487000E-1,-1.054107971E0
1.496388083E1,1.210532684E1,-1.713037720E0,-3.176694031E0
1.498398983E1,1.435933960E1,-2.355501709E0,-3.042123871E0
1.500409883E1,1.201596268E1,-2.231260071E0,-4.028123474E0
1.502420783E1,8.890911255E0,-3.346441040E0,-2.512225800E0
1.504431683E1,7.438930664E0,-3.988006897E0,-7.203021240E-1
1.506442583E1,7.498057709E0,-4.032614136E0,-5.252577209E-1
1.508453483E1,8.878786469E0,-3.268153839E0,-6.318360901E-1
1.510464383E1,1.116228790E1,-1.522783356E0,-6.759942627E-1
1.512475383E1,1.241173965E1,8.547225952E-2,-1.013542328E0
1.514486283E1,1.150836823E1,2.668949890E-1,-1.485510864E0
1.516497183E1,9.782008209E0,-7.179071045E-1,-1.509760437E0
1.518508083E1,8.459658051E0,-1.713935852E0,-7.087760925E-1
1.520518983E1,7.640711060E0,-2.487976227E0,1.182540894E-2
1.522529883E1,7.147636414E0,-3.218008118E0,5.040019226E-1
1.524540783E1,7.311545563E0,-3.297343140E0,7.412585449E-1
1.526551783E1,8.034841461E0,-3.161874847E0,7.918533325E-1
1.528562683E1,8.689430237E0,-2.792143707E0,6.104306030E-1
1.530573583E1,9.115144958E0,-2.041754150E0,4.043092346E-1
1.532584483E1,9.347910919E0,-1.428329773E0,3.586541748E-1
1.534595383E1,9.407487030E0,-1.142723694E0,4.050576782E-1
1.536606283E1,9.524543610E0,-1.029559021E0,4.716691589E-1
1.538617183E1,9.761650543E0,-9.663903809E-1,7.562274170E-1
1.540628083E1,9.878258057E0,-9.422904968E-1,1.099164276E0
1.542639083E1,9.864187317E0,-9.996212769E-1,1.319805450E0
1.544649983E1,9.865384827E0,-1.256936188E0,1.485361176E0
1.546660883E1,9.818681946E0,-1.833088074E0,1.457668762E0
1.548671783E1,9.848170624E0,-2.225272522E0,1.963766327E0
1.550682683E1,1.012120285E1,-2.001787262E0,2.290237427E0
1.552693583E1,1.046638504E1,-1.528022461E0,1.828896790E0
1.554704483E1,1.083866089E1,-1.493144989E0,-2.143542480E-1
1.556715483E1,1.195399155E1,-3.263812866E0,-1.413360901E0
1.558726383E1,1.321062836E1,-5.207670593E0,-7.241940308E-1
1.560737283E1,1.078926361E1,-4.463717651E0,-1.666035461E0
1.562748183E1,7.749983826E0,-3.161425781E0,-2.666554871E0
1.564759083E1,6.519692230E0,-1.780996399E0,-2.986739044E0
1.566769983E1,7.510332184E0,6.331832886E-2,-1.919907532E0
1.568780883E1,8.672665100E0,-1.802252197E-1,-8.355624390E-1
1.570791883E1,9.887688446E0,-2.498304749E0,-8.822653198E-1
1.572802783E1,1.118099899E1,-3.967499542E0,-1.034349060E0
1.574813683E1,1.102083206E1,-4.194427643E0,-8.650511169E-1
1.576824583E1,1.001806732E1,-3.025358734E0,-8.342152405E-1
1.578835483E1,9.642797699E0,-1.859582977E0,-9.593550110E-1
1.580846383E1,9.195078735E0,-1.076561279E0,-1.244811401E0
1.582857283E1,8.561596069E0,-5.441184998E-1,-1.466799774E0
1.584868283E1,8.082292786E0,-1.137634277E-1,-1.346450043E0
1.586879183E1,8.254135437E0,2.948867798E-1,-8.575666809E-1
1.588890083E1,8.723559265E0,2.233355713E-1,-5.575904846E-1
1.590900983E1,9.311985626E0,-1.532812500E-1,-5.851332092E-1
1.592911883E1,9.736203461E0,-4.284091187E-1,-5.044509888E-1
1.594922783E1,9.792336731E0,-3.787124634E-1,-6.104306030E-1
1.596933683E1,9.599387970E0,-3.802093506E-2,-6.953041077E-1
1.598944683E1,9.338779907E0,3.525169373E-1,-6.864724731E-1
1.600955583E1,9.265432434E0,6.245013428E-1,-4.552033997E-1
1.602966483E1,9.417815552E0,8.924441528E-1,-1.636097717E-1
1.604977383E1,9.493857422E0,7.138655090E-1,8.427474976E-2
1.606988283E1,9.721234589E0,3.556604004E-1,-5.433700562E-2
1.608999183E1,1.004785538E1,-2.225871277E-1,-4.363426208E-1
1.611010083E1,1.018092865E1,-7.397616577E-1,-2.188449097E-1
1.613021083E1,1.007030869E1,-7.435038757E-1,3.806584167E-1
1.615031983E1,1.027882507E1,-5.457650757E-1,1.105002136E0
1.617042883E1,1.069870193E1,-2.435435486E-1,1.429078217E0
1.619053783E1,1.080288528E1,-1.484912109E-1,1.221609650E0
1.621064683E1,1.044917084E1,-9.205856323E-2,1.021026764E0
