"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.623075583E1,1.002195923E1,5.284011841E-2,6.985972595E-1
1.625086483E1,9.978699188E0,-5.447172546E-1,-1.327140198E0
1.627097483E1,1.203617065E1,-2.222578125E0,-2.041754150E0
1.629108383E1,1.487606506E1,-2.153421936E0,-2.805316315E0
1.631119283E1,1.281125885E1,-1.653760986E0,-4.367916870E0
1.633130183E1,8.810079346E0,-2.314786377E0,-4.033212891E0
1.635141083E1,6.416556702E0,-3.676804047E0,-1.045426025E0
1.637151983E1,5.696254578E0,-4.228856049E0,7.795788574E-1
1.639162983E1,7.003486176E0,-2.698139191E0,4.405339050E-1
1.641173883E1,9.892777863E0,-3.341052246E-1,-3.474275208E-1
1.643184796E1,1.288011566E1,1.499581604E0,-5.920188904E-1
1.645195696E1,1.339564362E1,1.110091553E0,-1.037642212E0
1.647206596E1,1.203676941E1,-4.173321533E-1,-1.876048737E0
1.649217496E1,1.039767792E1,-1.034947815E0,-1.724414063E0
1.651228396E1,8.538843384E0,-1.536105652E0,-7.837701416E-1
1.653239396E1,6.920858002E0,-1.898202667E0,-6.376739502E-2
1.655250296E1,5.925128632E0,-2.066452789E0,3.869453430E-1
1.657261196E1,6.280938721E0,-1.781295776E0,8.536747742E-1
1.659272096E1,7.486381989E0,-1.550924835E0,8.900491333E-1
1.661282996E1,8.653954010E0,-1.345252533E0,5.656736755E-1
1.663293896E1,9.514664154E0,-1.249002686E0,-1.945953369E-2
1.665304896E1,1.029050079E1,-7.562274170E-1,-5.054988098E-1
1.667315796E1,1.094359268E1,-2.056723022E-1,-5.559439087E-1
1.669326696E1,1.125060425E1,3.873944092E-1,4.550537109E-2
1.671337596E1,1.084599564E1,9.934840393E-1,1.291813660E-1
1.673348496E1,9.998009033E0,7.173083496E-1,-4.763095093E-1
1.675359396E1,9.904154205E0,-6.758445740E-1,-3.110531616E-1
1.677370396E1,8.902287598E0,-2.252515869E0,9.340576172E-2
1.679381296E1,7.612419891E0,-2.771037598E0,4.932243347E-1
1.681392196E1,7.223229218E0,-2.252066803E0,6.764433289E-1
1.683403096E1,7.827821960E0,-1.787433014E0,3.278182983E-2
1.685413996E1,9.462123413E0,-1.970053253E0,-2.220632172E0
1.687424896E1,1.283490967E1,-1.250349884E0,-4.860991516E0
1.689435896E1,1.510957947E1,-1.449286194E0,-5.211263123E0
1.691446796E1,1.441682007E1,-2.976560211E0,-5.350773010E0
1.693457696E1,1.211281128E1,-2.269580383E0,-3.667223969E0
1.695468596E1,9.175918579E0,-1.133293304E0,-2.017953644E0
1.697479496E1,7.196285248E0,-1.767823792E-1,-1.237626343E0
1.699490396E1,6.202801208E0,4.602928162E-1,-1.272204437E0
1.701501396E1,6.873706055E0,6.147715759E-1,-1.847158813E0
1.703512296E1,8.639284515E0,7.702981567E-1,-2.800825653E0
1.705523196E1,9.880653076E0,7.241940308E-1,-3.955374756E0
1.707534096E1,1.013482452E1,3.553610229E-1,-4.891827393E0
1.709544996E1,1.015503250E1,-4.996609497E-1,-4.926106110E0
1.711555896E1,1.006806335E1,-1.479523315E0,-4.016747131E0
1.713566796E1,9.589508514E0,-1.684297485E0,-3.123105469E0
1.715577796E1,9.243877258E0,-1.270857239E0,-2.995870056E0
1.717588696E1,9.343120880E0,-6.833290100E-1,-3.195405121E0
1.719599596E1,9.489067383E0,-4.113446045E-1,-3.508553925E0
1.721610496E1,9.577234039E0,-5.478607178E-1,-3.630250854E0
1.723621396E1,9.558822327E0,-6.099815369E-1,-3.566034393E0
1.725632296E1,9.356592865E0,-6.655160522E-1,-3.358565826E0
1.727643296E1,9.099577332E0,-6.014492798E-1,-3.179089050E0
1.729654196E1,8.889564056E0,-4.327500916E-1,-3.097957764E0
1.731665096E1,8.728349304E0,-2.556683350E-1,-3.080743561E0
1.733675996E1,8.736731873E0,-3.098556519E-2,-3.116668854E0
1.735686896E1,8.958720245E0,2.074685669E-1,-3.206781464E0
1.737697896E1,9.114396515E0,4.580474854E-1,-3.233276367E0
1.739708796E1,9.104367371E0,7.402107239E-1,-3.050805817E0
1.741719696E1,9.082363129E0,9.621990967E-1,-2.816393280E0
1.743730962E1,9.010662231E0,1.013542328E0,-2.605032806E0
1.745741862E1,9.038953400E0,1.055455170E0,-2.301763458E0
1.747752763E1,9.112749939E0,1.063837738E0,-1.927541656E0
1.749763762E1,9.238937531E0,1.162931671E0,-1.639690247E0
1.751774663E1,9.468560028E0,1.165626068E0,-1.641037445E0
1.753785562E1,9.976154480E0,7.617658997E-1,-1.785337372E0
1.755796462E1,1.087623276E1,3.183879089E-1,-2.555186462E0
1.757807363E1,1.250439697E1,-3.608995056E-1,-3.522774353E0
1.759818262E1,1.374007736E1,-1.043330383E0,-3.276835785E0
1.761829262E1,1.201386703E1,-1.863325195E0,-3.151845703E0
1.763840163E1,9.217532043E0,-2.593207397E0,-3.354075165E0
1.765851062E1,7.469766541E0,-3.394042053E0,-2.578986969E0
1.767861962E1,7.344626770E0,-3.604504395E0,-1.810036011E0
1.769872863E1,8.842861176E0,-2.745141449E0,-1.548529816E0
1.771883862E1,1.036564453E1,-2.037413177E0,-1.632205811E0
1.773894763E1,1.126886627E1,-1.906285858E0,-2.037263489E0
1.775905663E1,1.106783432E1,-2.312241669E0,-2.414329376E0
1.777916562E1,1.002031265E1,-2.752775574E0,-2.308798828E0
1.779927463E1,8.921597443E0,-2.736609192E0,-1.705253906E0
1.781938362E1,8.088579712E0,-2.539918213E0,-9.722282410E-1
1.783949362E1,7.658224640E0,-2.155667267E0,-3.665876770E-1
1.785960263E1,7.777227173E0,-1.669777679E0,-1.945953369E-1
1.787971162E1,8.312064972E0,-1.348395996E0,-4.622387695E-1
1.789982062E1,9.028475189E0,-1.329984283E0,-6.285429382E-1
1.791992963E1,9.720186768E0,-1.386716309E0,-6.038442993E-1
1.794003862E1,1.001297791E1,-1.470691681E0,-4.966671753E-1
1.796014862E1,9.950408020E0,-1.415007477E0,-3.465293884E-1
1.798025763E1,9.702373810E0,-1.664388885E0,-1.781295776E-1
1.800036662E1,9.302854614E0,-1.770967255E0,6.032455444E-2
1.802047563E1,8.871601410E0,-1.666634216E0,3.206332397E-1
1.804058462E1,9.273665314E0,-1.346450043E0,5.965095520E-1
1.806069462E1,9.680668945E0,-1.071771240E0,7.340734863E-1
1.808080363E1,9.619146881E0,-8.625064087E-1,8.101153564E-1
1.810091262E1,9.541009369E0,-8.351133728E-1,1.005309448E0
1.812102162E1,9.772128754E0,-1.093326416E0,9.490264893E-1
1.814113063E1,1.001327728E1,-1.603465576E0,1.180295563E0
1.816124062E1,9.383536835E0,-1.767524414E0,1.406026154E0
1.818134962E1,9.513017578E0,-1.333726501E0,2.351460114E0
1.820145863E1,9.913584595E0,-5.496569824E-1,2.782563629E0
1.822156762E1,1.094853241E1,-4.477189636E-1,-3.670367432E-1
1.824167663E1,1.362496674E1,-3.623963928E-1,-2.046244812E0
1.826178562E1,1.450199295E1,-1.231638794E0,-2.380649414E0
1.828189562E1,1.122575592E1,-1.235530701E0,-4.316723328E0
1.830200463E1,8.524323578E0,-1.130149841E-1,-4.608017578E0
1.832211362E1,6.790628815E0,6.715036011E-1,-4.051325226E0
1.834222262E1,6.947502594E0,1.640588379E-1,-2.377805328E0
1.836233163E1,8.285121002E0,-1.633553009E0,-1.118474121E0
1.838244162E1,9.939480743E0,-2.998714142E0,-8.650511169E-1
1.840255062E1,1.114851654E1,-3.821702728E0,-1.139131165E0
1.842265963E1,1.139430542E1,-3.385360107E0,-1.298699341E0
1.844276525E1,1.084824097E1,-2.288890228E0,-1.330882416E0
1.846287425E1,9.917775879E0,-1.421444092E0,-1.241218872E0
1.848298425E1,9.015601959E0,-4.872367859E-1,-1.145567780E0
1.850309325E1,8.144263916E0,3.665876770E-1,-1.074166260E0
1.852320225E1,7.702083435E0,8.876541138E-1,-1.021026764E0
1.854331125E1,8.028255157E0,9.307644653E-1,-8.702902222E-1
1.856342025E1,8.680448914E0,4.944218445E-1,-8.523275757E-1
1.858353025E1,9.263636169E0,3.802093506E-2,-9.461824036E-1
1.860363925E1,9.371711426E0,-4.050576782E-1,-1.031654663E0
1.862374825E1,9.145681458E0,-6.637197876E-1,-1.013991394E0
1.864385725E1,8.977131958E0,-6.908134460E-1,-7.818241882E-1
1.866396625E1,8.903185730E0,-5.659730530E-1,-5.522016907E-1
1.868407625E1,9.069789276E0,-4.495152283E-1,-5.065466309E-1
1.870418525E1,9.533225555E0,-2.112107849E-1,-4.450245667E-1
1.872429425E1,1.008078690E1,7.334747314E-2,-4.198768616E-1
1.874440325E1,1.054407349E1,2.019300842E-1,-5.008584595E-1
1.876451225E1,1.086680237E1,2.624043274E-1,-7.454498291E-1
1.878462225E1,1.109986771E1,6.468049622E-1,-3.722758484E-1
1.880473125E1,1.107442062E1,1.127754822E0,3.308120728E-1
1.882484025E1,1.106798401E1,6.882687378E-1,8.487350464E-1
1.884494925E1,1.103714813E1,-4.924758911E-2,-3.022215271E-1
1.886505825E1,1.172616531E1,-9.330097961E-1,-2.740950165E0
1.888516825E1,1.253283783E1,-1.194216614E0,-3.698059845E0
1.890527725E1,1.170865173E1,-8.445437622E-1,-3.837120667E0
1.892538625E1,9.536069641E0,-1.933229828E0,-3.633244629E0
1.894549525E1,8.093669128E0,-3.681893463E0,-1.720372467E0
1.896560425E1,7.554789734E0,-4.336482239E0,-1.269360352E-1
1.898571425E1,8.167914734E0,-2.762505341E0,-6.960525513E-2
1.900582325E1,9.673184509E0,-6.810836792E-1,-4.936734009E-1
1.902593225E1,1.099972595E1,9.610015869E-1,-9.873468018E-1
1.904604125E1,1.126811783E1,1.530716858E0,-1.495390320E0
1.906615025E1,1.111648315E1,9.636959839E-1,-1.596430206E0
1.908626025E1,1.061023590E1,-9.072633362E-1,-1.741029510E0
1.910636925E1,9.471104736E0,-2.331701202E0,-1.671274567E0
1.912647825E1,8.093519440E0,-3.187022552E0,-1.102158051E0
1.914658725E1,7.407945099E0,-3.485501862E0,-1.401086426E-1
1.916669625E1,7.486681366E0,-3.466192017E0,6.165678406E-1
1.918680625E1,7.761659546E0,-3.067570953E0,5.548960876E-1
1.920691525E1,8.034991150E0,-2.395169220E0,3.311114502E-1
1.922702425E1,8.393345947E0,-1.728156281E0,2.230361938E-1
1.924713325E1,8.719817047E0,-1.179846497E0,1.107696533E-1
1.926724225E1,8.929081879E0,-8.078700256E-1,1.827699280E-1
1.928735225E1,9.099876709E0,-7.481442261E-1,4.156855774E-1
1.930746125E1,1.018257523E1,-7.626640320E-1,6.505471802E-1
1.932757025E1,1.085946762E1,-6.972500610E-1,7.702981567E-1
1.934767925E1,1.093521011E1,-4.821473694E-1,7.466473389E-1
1.936778925E1,1.048599426E1,-5.230123901E-1,5.607339478E-1
1.938789825E1,1.045156586E1,-8.846603394E-1,6.450086975E-1
1.940800725E1,1.013692017E1,-1.497336273E0,1.558409271E0
1.942811912E1,1.011581406E1,-1.348246307E0,2.871778107E0
1.944822813E1,1.050874695E1,-6.749464417E-1,3.304079132E0
1.946833812E1,1.084255280E1,-1.743873596E-1,2.569706268E0
1.948844712E1,1.147648453E1,-8.681945801E-2,-9.997709656E-1
1.950855613E1,1.348470840E1,-9.958790588E-1,-1.654210052E0
1.952866512E1,1.303758820E1,-3.566034393E0,-1.688638458E0
1.954877412E1,9.470655670E0,-3.092119904E0,-3.348237305E0
1.956888413E1,7.067702637E0,-1.710343323E0,-3.766766968E0
1.958899312E1,6.163732452E0,2.097138977E-1,-2.791844330E0
1.960910212E1,6.307283936E0,6.993457031E-1,-8.351133728E-1
1.962921113E1,8.465645599E0,-4.972659302E-1,-2.814147949E-2
1.964932112E1,1.081396225E1,-1.860780487E0,-3.761677551E-1
1.966943013E1,1.186118454E1,-3.041076050E0,-5.532495117E-1
1.968953913E1,1.101424576E1,-3.506308594E0,-5.581892395E-1
1.970964812E1,1.005294479E1,-2.676883392E0,-2.023791504E-1
1.972975713E1,9.207203522E0,-1.267863464E0,-1.541793823E-2
1.974986712E1,8.200696564E0,6.256988525E-2,-1.975891113E-2
1.976997612E1,7.710016937E0,1.143472137E0,-2.609074402E-1
1.979008513E1,7.988138580E0,1.694775696E0,-3.619473267E-1
1.981019412E1,8.679550781E0,1.480870514E0,-3.668870544E-1
1.983030412E1,9.196126556E0,7.696994019E-1,-4.697232056E-1
1.985041313E1,9.525292053E0,5.553451538E-2,-4.282594299E-1
1.987052212E1,9.687255249E0,-2.656974792E-1,-1.163081360E-1
1.989063112E1,9.626930695E0,-1.496887207E-1,1.091230774E-1
1.991074013E1,9.516310730E0,6.735992432E-3,3.028202820E-1
1.993085012E1,9.343569946E0,1.128652954E-1,3.977229309E-1
1.995095913E1,9.396110687E0,1.190025330E-1,6.098318481E-1
1.997106812E1,9.708361359E0,1.200503540E-1,7.375163269E-1
1.999117712E1,1.025697052E1,3.517684937E-2,5.331912231E-1
2.001128713E1,1.085512665E1,-1.011895752E-1,3.397933960E-1
2.003139612E1,1.121168518E1,3.806584167E-1,8.336164856E-1
2.005150512E1,1.137065460E1,9.216334534E-1,1.192869415E0
2.007161413E1,1.196117661E1,7.652087402E-1,-4.044589233E-1
2.009172412E1,1.367466339E1,2.791694641E-1,-3.044069824E0
2.011183312E1,1.457968140E1,2.300715637E-1,-4.279600525E0
2.013194213E1,1.128368546E1,-2.576142883E-1,-4.772226105E0
2.015205112E1,8.036637726E0,-2.337389374E0,-2.810405731E0
2.017216012E1,6.701863403E0,-4.523742828E0,-4.694238281E-1
2.019227013E1,7.185657349E0,-4.877157898E0,2.412982178E-1
2.021237912E1,9.243128815E0,-2.723586273E0,-9.834548950E-2
2.023248813E1,1.134251312E1,-6.755451965E-1,5.284011841E-2
2.025259712E1,1.241757751E1,1.003513184E0,-4.986131287E-1
2.027270712E1,1.205173828E1,1.370849304E0,-1.361269226E0
2.029281613E1,1.078896423E1,3.183879089E-1,-1.693129120E0
2.031292512E1,9.217532043E0,-1.567390594E0,-1.324745178E0
2.033303412E1,7.571405182E0,-2.810106354E0,-7.613168335E-1
2.035314413E1,6.515051880E0,-3.202290802E0,-2.484832764E-2
2.037325312E1,6.655010834E0,-2.979254608E0,5.252577209E-1
2.039336212E1,7.411387939E0,-2.790347443E0,8.340655518E-1
2.041347113E1,7.975564728E0,-2.627635803E0,8.592132568E-1
2.043357808E1,8.531209259E0,-2.260000305E0,7.863148499E-1
2.045368708E1,8.517737274E0,-2.260898438E0,4.742138672E-1
2.047379608E1,8.793912964E0,-2.035018158E0,3.394940186E-1
2.049390508E1,9.453441467E0,-1.686393127E0,7.943980408E-1
2.051401408E1,9.789941711E0,-8.725355530E-1,1.339115295E0
2.053412408E1,1.011326935E1,-2.010319519E-1,1.690285034E0
2.055423308E1,1.056188644E1,-7.349716187E-2,1.649869080E0
2.057434208E1,1.096155533E1,-5.403762817E-1,1.521286469E0
2.059445108E1,1.064930466E1,-1.455273743E0,1.744023285E0
2.061456108E1,9.911488953E0,-2.023492126E0,2.448458405E0
2.063467008E1,9.620643768E0,-1.902094574E0,3.130290527E0
2.065477908E1,9.737251282E0,-1.532363434E0,3.387605438E0
2.067488808E1,1.026415558E1,-8.952882385E-1,2.317929840E0
2.069499808E1,1.082608704E1,-6.894662476E-1,2.052232361E-1
2.071510708E1,1.327843735E1,-1.903890839E0,-9.837542725E-1
2.073521608E1,1.449061661E1,-4.327949982E0,-1.787582703E0
2.075532508E1,1.034588562E1,-3.889661407E0,-3.416195984E0
2.077543508E1,7.151528320E0,-1.775757294E0,-3.534150696E0
2.079554408E1,5.907465363E0,7.168592834E-1,-2.830014954E0
2.081565308E1,6.820117493E0,2.401156769E0,-1.279389496E0
2.083576208E1,9.308991852E0,1.078656921E0,2.649490356E-2
2.085587208E1,1.078776672E1,-1.685644684E0,-1.413061523E-1
2.087598108E1,1.159189453E1,-3.422931976E0,-1.526824951E-2
2.089609008E1,1.048315018E1,-3.943699036E0,4.490661621E-4
2.091619908E1,9.235195312E0,-3.273842010E0,-3.558100891E-1
2.093630908E1,8.584049377E0,-2.030826874E0,-4.222718811E-1
2.095641808E1,8.243208160E0,-6.102809143E-1,-3.418890381E-1
2.097652708E1,7.968379669E0,7.888595581E-1,-4.650828552E-1
2.099663608E1,8.297694855E0,1.482666779E0,-3.978726196E-1
2.101674608E1,9.029972076E0,1.447789307E0,-1.354682922E-1
2.103685508E1,9.586365051E0,7.821235657E-1,3.996688843E-2
2.105696408E1,9.650431824E0,4.505630493E-2,8.143066406E-2
2.107707308E1,9.637558594E0,-4.617897034E-1,6.586303711E-2
2.109718308E1,9.761650543E0,-6.457571411E-1,3.109034729E-1
2.111729208E1,9.570797424E0,-5.206173706E-1,3.207829285E-1
2.113740108E1,9.315877533E0,-5.384303284E-1,2.662962341E-1
2.115751008E1,9.342671814E0,-5.656736755E-1,3.872447205E-1
2.117762008E1,9.582323456E0,-3.001258850E-1,3.728746033E-1
2.119772908E1,9.832752686E0,-4.191284180E-3,-2.249821472E-1
2.121783808E1,1.010847931E1,1.698966980E-1,-6.920109558E-1
2.123794708E1,1.091530151E1,5.783972168E-1,7.394622803E-2
2.125805708E1,1.150357819E1,6.198609924E-1,8.333171082E-1
2.127816608E1,1.184576660E1,1.297801208E-1,9.282197571E-1
2.129827508E1,1.183274368E1,-3.333567810E-1,4.797523499E-1
2.131838408E1,1.166838547E1,-1.434017944E-1,-3.412902832E-1
2.133849408E1,1.169338348E1,1.032852173E-1,-2.223625946E0
2.135860308E1,1.285332138E1,1.821711731E-1,-3.062331848E0
2.137871208E1,1.234946915E1,-4.848417664E-1,-3.491040344E0
2.139882108E1,9.834848328E0,-2.085612946E0,-3.960314484E0
2.141893108E1,8.041876831E0,-4.636907501E0,-2.020348663E0
2.143903983E1,7.768545227E0,-6.583160248E0,1.576222229E-1
2.145914883E1,8.679700470E0,-6.092031555E0,6.188131714E-1
2.147925883E1,9.773176575E0,-3.523373108E0,1.859133911E-1
2.149936783E1,1.055574921E1,-8.101153564E-1,-2.948867798E-1
2.151947683E1,1.062131287E1,1.466350708E0,-1.094972992E0
2.153958583E1,1.020383102E1,2.278711395E0,-1.467697906E0
2.155969583E1,9.489815826E0,1.082698517E0,-1.296304321E0
2.157980483E1,8.403824158E0,-8.351133728E-1,-8.312214661E-1
2.159991383E1,7.393275604E0,-2.064806213E0,-2.616558838E-1
2.162002283E1,7.266040192E0,-2.759361877E0,2.950364685E-1
2.164013283E1,7.702831879E0,-3.208577728E0,7.887098694E-1
2.166024183E1,8.061635742E0,-3.522175598E0,7.803273010E-1
2.168035083E1,8.365503845E0,-3.464545441E0,5.957611084E-1
2.170045983E1,8.697214050E0,-2.777474213E0,5.574407959E-1
2.172056983E1,8.716224518E0,-1.988165588E0,5.861810303E-1
2.174067883E1,8.576864319E0,-1.393302612E0,6.288423157E-1
2.176078783E1,8.817414093E0,-8.396040344E-1,7.677534485E-1
2.178089783E1,9.497300262E0,-5.072950745E-1,1.170565796E0
2.180100683E1,1.038645126E1,-5.763015747E-1,1.383722534E0
2.182111583E1,1.101708984E1,-9.497749329E-1,5.310955811E-1
2.184122483E1,1.120988892E1,-2.146536255E0,7.773335266E-1
2.186133483E1,1.110241241E1,-2.618205414E0,2.561922455E0
2.188144383E1,1.097427887E1,-2.379152527E0,3.256328430E0
2.190155283E1,1.067819458E1,-1.925745392E0,3.070564728E0
2.192166183E1,1.007105713E1,-1.135688324E0,2.627486115E0
2.194177183E1,1.012150223E1,-6.815327454E-1,1.264420624E0
2.196188083E1,1.108654541E1,-1.616937561E0,-5.131329346E-1
2.198198983E1,1.305106018E1,-3.862717438E0,-6.230044556E-1
2.200209883E1,1.181118851E1,-4.824916534E0,-1.633702698E0
2.202220883E1,8.875044250E0,-3.416944427E0,-3.444487152E0
2.204231783E1,7.624245300E0,-1.174906769E0,-4.062402191E0
2.206242683E1,7.807464294E0,1.112037506E0,-2.970123596E0
2.208253683E1,8.113727417E0,1.375489655E0,-1.476379852E0
2.210264583E1,9.094338226E0,-9.410929871E-1,-7.611671448E-1
2.212275483E1,1.009994705E1,-3.346890106E0,-4.101470947E-1
2.214286383E1,1.067654800E1,-4.996609497E0,2.399510193E-1
2.216297383E1,1.023032593E1,-5.193450165E0,3.382965088E-1
2.218308283E1,9.291178894E0,-3.850293274E0,-1.669029236E-1
2.220319183E1,8.650660858E0,-1.984273682E0,-8.735833740E-1
2.222330083E1,8.196654968E0,8.966354370E-2,-1.336420898E0
2.224341083E1,8.140072632E0,1.540596313E0,-1.462009735E0
2.226351983E1,8.318501587E0,2.301613770E0,-1.441652069E0
2.228362883E1,8.611442413E0,2.134860535E0,-1.138382721E0
2.230373883E1,8.885672150E0,1.313219147E0,-7.131170654E-1
2.232384783E1,9.165140991E0,5.914201355E-1,-3.212319946E-1
2.234395683E1,9.279203796E0,3.456312561E-1,-7.394622803E-2
2.236406583E1,9.301657104E0,1.248403931E-1,1.303788757E-1
2.238417583E1,9.293274536E0,-1.691482544E-1,4.523593140E-1
2.240428483E1,9.432035980E0,-5.906716919E-1,7.602690125E-1
2.242439383E1,9.688452759E0,-7.249424744E-1,9.587562561E-1
2.244450483E1,1.004126907E1,-5.194198608E-1,6.155200195E-1
2.246461383E1,1.043465103E1,-5.204676819E-1,-8.652008057E-2
2.248472283E1,1.077055252E1,-5.177732849E-1,-4.285588074E-1
2.250483183E1,1.088955505E1,1.422042847E-2,4.505630493E-2
2.252494183E1,1.104403381E1,3.394940186E-1,9.687854004E-1
2.254505083E1,1.136137390E1,6.825805664E-2,1.375489655E0
2.256515983E1,1.124985580E1,-2.562670898E-1,8.535250854E-1
2.258526883E1,1.059586578E1,-4.299060059E-1,-9.508227539E-1
2.260537883E1,1.099014587E1,-1.499880981E0,-2.596350861E0
2.262548783E1,1.262025604E1,-1.603465576E0,-3.118315430E0
2.264559683E1,1.176493469E1,-1.466799774E0,-3.898642731E0
2.266570683E1,8.935368805E0,-3.313659210E0,-2.910248108E0
2.268581583E1,7.325616302E0,-5.437442780E0,-3.998185730E-1
2.270592483E1,8.032596130E0,-5.777236176E0,6.735992432E-2
2.272603383E1,1.019769379E1,-3.887565765E0,-7.569758606E-1
2.274614383E1,1.251652176E1,-1.465153198E0,-6.486012268E-1
2.276625283E1,1.286125488E1,1.162183228E0,-4.162843323E-1
2.278636183E1,1.166853516E1,2.484982452E0,-8.252339172E-1
2.280647183E1,1.023781036E1,2.085163879E0,-1.666783905E0
2.282658083E1,8.280480652E0,-3.402424622E-1,-1.313817902E0
2.284668983E1,6.944957886E0,-2.377805328E0,-2.483335876E-1
2.286679883E1,6.648574219E0,-3.449426880E0,6.622229004E-1
2.288690883E1,6.525829468E0,-3.684887238E0,1.404529266E0
2.290701783E1,6.779851227E0,-3.553011475E0,1.407972107E0
2.292712683E1,7.619006195E0,-3.437751160E0,5.963598633E-1
2.294723683E1,8.401878204E0,-3.087329865E0,1.490899658E-1
2.296734583E1,8.677604828E0,-2.614912262E0,1.176553345E-1
2.298745483E1,8.684939575E0,-2.017953644E0,3.739224243E-1
2.300756383E1,8.944948883E0,-1.586101685E0,3.896397400E-1
2.302767383E1,9.137298889E0,-1.426832886E0,1.727407837E-1
2.304778283E1,9.464368744E0,-1.581461334E0,4.020639038E-1
2.306789183E1,9.994566193E0,-1.762135620E0,8.758287048E-1
2.308800183E1,1.050754944E1,-1.124461670E0,6.650669861E-1
2.310811083E1,1.071711365E1,-4.209246826E-1,2.505789185E-1
2.312821983E1,1.145492935E1,3.981719971E-2,8.378077698E-1
2.314832883E1,1.183139648E1,5.239105225E-3,1.566342773E0
2.316843883E1,1.127545258E1,1.014889526E-1,1.784588928E0
2.318854783E1,9.921069031E0,-1.957928467E-1,4.640350342E-1
2.320865683E1,1.006506958E1,-1.587149506E0,-1.260528717E0
2.322876683E1,1.332603836E1,-4.560416565E0,-3.595523071E-1
2.324887583E1,1.340761871E1,-7.182962952E0,-8.689430237E-1
2.326898483E1,9.388626251E0,-6.270161133E0,-3.412004700E0
2.328909483E1,7.406148834E0,-3.758833466E0,-4.051774292E0
2.330920383E1,6.839876404E0,-1.124311981E0,-3.211421814E0
2.332931283E1,6.988966370E0,-1.290316772E-1,-1.530716858E0
2.334942183E1,7.969128113E0,-1.895208893E0,-1.124311981E0
2.336953183E1,9.714947662E0,-3.656596069E0,-1.206042023E0
2.338964083E1,1.062505508E1,-4.899162140E0,-1.062041473E0
2.340974983E1,1.108220444E1,-4.842130737E0,-1.302591248E0
2.342985921E1,1.058823166E1,-3.486998749E0,-1.978585510E0
2.344996821E1,9.774374084E0,-2.496358795E0,-2.621049500E0
2.347007721E1,8.929680634E0,-1.252894592E0,-3.081791382E0
2.349018621E1,8.166268158E0,-2.520758057E-1,-2.866838379E0
2.351029621E1,7.830666046E0,4.625381470E-2,-2.545606384E0
2.353040521E1,8.185278625E0,-1.689985657E-1,-2.011816406E0
2.355051421E1,8.916208649E0,-1.042282562E0,-1.598825226E0
2.357062421E1,9.486822052E0,-1.738335114E0,-1.699865112E0
2.359073321E1,9.735005951E0,-2.107018433E0,-2.053130493E0
2.361084221E1,9.976004791E0,-2.172731781E0,-2.287692719E0
2.363095121E1,9.854906616E0,-1.827250214E0,-2.196981354E0
2.365106121E1,9.574240265E0,-1.416654053E0,-2.034718781E0
2.367117021E1,9.476493530E0,-8.828640747E-1,-1.788929901E0
2.369127921E1,9.613009644E0,-5.149291992E-2,-1.485660553E0
2.371138921E1,9.831405487E0,5.867797852E-1,-1.417701874E0
2.373149821E1,1.017494110E1,4.614903259E-1,-1.443897400E0
2.375160721E1,1.037148239E1,-2.035766602E-1,-1.300345917E0
2.377171721E1,1.023616379E1,-9.610015869E-1,-6.762936401E-1
2.379182621E1,9.792486420E0,-1.801803131E0,-9.460327148E-2
2.381193521E1,9.439221039E0,-2.369722137E0,3.125500488E-1
2.383204421E1,9.278155975E0,-2.566263428E0,5.984555054E-1
2.385215421E1,9.077573090E0,-2.741099854E0,7.776329041E-1
2.387226321E1,8.797505493E0,-2.790347443E0,8.382568359E-2
2.389237221E1,8.983269196E0,-2.804567871E0,-1.423689423E0
2.391248221E1,1.003692810E1,-2.433040466E0,-3.454516296E0
2.393259121E1,1.112651230E1,-1.998045044E0,-4.784949646E0
2.395270021E1,1.072804092E1,-2.123633881E0,-5.059927826E0
2.397281021E1,9.035809937E0,-2.592009888E0,-4.147126007E0
2.399291921E1,8.052355042E0,-3.158881073E0,-3.179538116E0
2.401302821E1,8.431217194E0,-3.738326111E0,-2.615660706E0
2.403313721E1,9.501341858E0,-3.744463348E0,-2.162552948E0
2.405324721E1,1.016161880E1,-3.405867462E0,-2.230212250E0
2.407335621E1,1.061846878E1,-3.034489746E0,-2.447111206E0
2.409346521E1,1.062745010E1,-2.601140900E0,-2.749482422E0
2.411357521E1,1.027807663E1,-2.386187897E0,-2.667003937E0
2.413368421E1,9.409582672E0,-2.657872925E0,-1.996997223E0
2.415379321E1,8.169411621E0,-2.765199738E0,-1.420995026E0
2.417390321E1,7.501650238E0,-2.541115723E0,-1.187330933E0
2.419401221E1,7.256160736E0,-2.338886261E0,-7.399113464E-1
2.421412121E1,7.341782684E0,-2.350711670E0,-3.306623840E-1
2.423423121E1,8.001311188E0,-2.520159302E0,-2.639012146E-1
2.425434021E1,8.821006622E0,-2.592758331E0,-4.067042542E-1
2.427444921E1,9.419162750E0,-2.584076385E0,-5.303471375E-1
2.429455821E1,9.611363068E0,-2.326761475E0,-4.926255798E-1
2.431466821E1,9.650282135E0,-2.111209717E0,-7.065307617E-2
2.433477721E1,9.240135040E0,-2.432890778E0,4.074526978E-1
2.435488621E1,9.196575623E0,-2.853516083E0,9.710307312E-1
2.437499621E1,9.602082367E0,-3.087629242E0,1.257984009E0
