"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.646700333E0,-1.337111462E-2,-1.549999416E-1,-1.163003147E-1
7.666809333E0,4.041381925E-2,-6.650269777E-2,-2.237301767E-1
7.686918333E0,2.209185623E-2,6.322020665E-3,-2.762075663E-1
7.707027333E0,-1.670491509E-2,3.363303095E-2,-2.710116506E-1
7.727136333E0,-7.997560501E-2,-4.653870594E-3,-1.842440218E-1
7.747245333E0,-1.410092264E-1,3.468936775E-3,-7.248643041E-2
7.767354333E0,-1.428747028E-1,-1.101439819E-2,-4.786296189E-2
7.787463333E0,-1.559707671E-1,-9.826878458E-2,-7.824771106E-2
7.807571333E0,-2.921864390E-1,8.254821599E-2,-6.022141129E-2
7.827680333E0,-3.769023716E-1,4.316699505E-1,4.752329364E-2
7.847789333E0,-4.017337263E-1,6.450728178E-1,1.097164974E-1
7.867898333E0,-4.937605262E-1,6.853095293E-1,3.500461951E-2
7.888007333E0,-5.137839913E-1,5.693985224E-1,-3.441573679E-2
7.908116333E0,-6.085480452E-1,8.754011244E-2,1.480223089E-1
7.928225333E0,-2.874739468E-1,-2.697109580E-1,2.994737327E-1
7.948334333E0,-2.965069748E-2,-4.959822446E-2,2.952358425E-1
7.968443333E0,8.640972525E-2,5.556261167E-2,1.465184838E-1
7.988552333E0,2.600893937E-2,4.631857872E-1,-5.492702499E-2
8.008661333E0,-2.096072584E-1,6.806855798E-1,-2.380189300E-1
8.028770333E0,-2.644262016E-1,2.668830454E-1,-2.921626866E-1
8.048879333E0,-1.544099897E-1,-3.185254931E-1,-1.770655364E-1
8.068988333E0,1.616573483E-1,-4.413905740E-1,-4.207680374E-2
8.089097333E0,5.864241719E-1,-3.502517641E-1,-7.521265745E-2
8.109206333E0,9.256832600E-1,-2.837051451E-1,-2.270891815E-1
8.129315333E0,1.182202935E0,-3.330301344E-1,-4.255358875E-1
8.149424333E0,1.275304198E0,-4.513190985E-1,-5.868893862E-1
8.169533333E0,1.210903406E0,-6.300634742E-1,-5.682024360E-1
8.189642333E0,1.110074878E0,-7.584819794E-1,-4.369612038E-1
8.209751333E0,1.041904569E0,-7.232226133E-1,-2.105767876E-1
8.229860333E0,9.439556599E-1,-5.653741956E-1,-2.403256483E-2
8.249969333E0,8.338989615E-1,-4.357503057E-1,1.238616109E-1
8.270078333E0,7.277834415E-1,-3.056798279E-1,2.125321627E-1
8.290187333E0,5.781124234E-1,-1.434859037E-1,2.097741216E-1
8.310296333E0,4.193356931E-1,-9.112784639E-3,1.700827926E-1
8.330405333E0,2.688626945E-1,6.176551804E-2,1.711180806E-1
8.350514333E0,1.617253721E-1,1.456196457E-1,2.103174329E-1
8.370623333E0,1.116689816E-1,1.927352846E-1,2.247171104E-1
8.390732333E0,7.909016311E-2,3.143643960E-2,1.614231765E-1
8.410841333E0,3.918757290E-2,-2.054614425E-1,8.415888250E-2
8.430950750E0,7.625146955E-2,-2.043492943E-1,1.474697422E-2
8.451059750E0,2.145357579E-1,-9.322343767E-2,-7.064592093E-2
8.471168750E0,3.975270689E-1,-1.216962337E-1,-1.801721007E-1
8.491277750E0,5.782258511E-1,-6.419027597E-2,-2.857725322E-1
8.511386750E0,7.356855273E-1,1.362600774E-1,-3.631579578E-1
8.531495750E0,7.749695778E-1,1.769803166E-1,-4.180338383E-1
8.551604750E0,6.616672277E-1,-1.187416390E-1,-4.511382282E-1
8.571713750E0,5.118051171E-1,-5.050641298E-1,-5.139732957E-1
8.591822750E0,3.666355312E-1,-7.003806829E-1,-6.678723097E-1
8.611931750E0,1.742202193E-1,-5.240191817E-1,-6.143442988E-1
8.632040750E0,8.374701440E-2,-1.938775927E-1,-3.997321129E-1
8.652149750E0,3.514939249E-1,1.848839223E-1,-1.225800067E-1
8.672258750E0,6.834029555E-1,3.152310848E-1,1.614699215E-1
8.692367750E0,7.603725195E-1,4.217348397E-1,4.822422862E-1
8.712476750E0,7.976279855E-1,7.687739730E-1,6.625468731E-1
8.732585750E0,6.252291799E-1,7.992254496E-1,5.705604553E-1
8.752694750E0,1.877355576E-1,4.013468027E-1,4.909197986E-1
8.772803750E0,-2.613864541E-1,7.332247496E-2,4.600007832E-1
8.792912750E0,-5.165597796E-1,1.534994841E-1,4.267460108E-1
8.813021750E0,-5.358379483E-1,3.169419169E-1,3.995285332E-1
8.833130750E0,-4.003795683E-1,4.209435880E-1,3.774434030E-1
8.853239750E0,-2.399804443E-1,2.526651621E-1,3.296492100E-1
8.873348750E0,-9.054464102E-2,-1.042484418E-1,2.503653467E-1
8.893457750E0,4.162438959E-2,-3.425512910E-1,1.619336158E-1
8.913566750E0,1.578310132E-1,-4.172126651E-1,2.309846133E-2
8.933675750E0,2.524372339E-1,-2.361902148E-1,-1.951428801E-1
8.953784750E0,3.230409026E-1,1.637740806E-2,-3.864927888E-1
8.973893750E0,3.467076123E-1,1.189127564E-1,-4.494630098E-1
8.994002750E0,3.097200096E-1,6.579335779E-2,-3.675433993E-1
9.014111750E0,2.942782640E-1,-1.112581715E-1,-1.629163176E-1
9.034220750E0,3.507561386E-1,-2.786691189E-1,1.314476039E-2
9.054329750E0,3.980116546E-1,-3.192844987E-1,2.408360504E-2
9.074438750E0,3.047017455E-1,-1.082889512E-1,1.869203709E-2
9.094547750E0,1.690078229E-1,2.226956338E-1,9.483341128E-2
9.114656750E0,5.310055614E-2,4.521363378E-1,1.306518763E-1
9.134765750E0,-7.657705992E-2,5.299857259E-1,3.624053672E-2
9.154874750E0,-5.197485164E-2,3.690821826E-1,6.972174160E-3
9.174983750E0,-7.425576448E-2,-3.223825097E-1,1.459325552E-1
9.195092750E0,1.024710387E-1,-4.245735705E-1,4.259917736E-1
9.215201750E0,4.506465793E-1,-1.059981585E-1,3.284850717E-1
9.235310750E0,6.786602736E-1,1.982661337E-2,1.429061741E-1
9.255419750E0,6.105979681E-1,1.278395206E-1,-1.325931866E-2
9.275528750E0,2.775154114E-1,3.645541966E-1,-8.475618809E-2
9.295637750E0,9.987880290E-2,1.517173201E-1,-1.406456828E-1
9.315746750E0,1.104500368E-1,-5.586105585E-1,-9.091990441E-2
9.335855750E0,3.003866076E-1,-7.032492161E-1,-5.352383852E-2
9.355964750E0,6.752337217E-1,-3.875235319E-1,-7.276624441E-2
9.376073750E0,1.116946220E0,-2.926676571E-1,-1.831565648E-1
9.396182750E0,1.393604636E0,-3.555624485E-1,-4.556304514E-1
9.416291125E0,1.475684404E0,-4.510059059E-1,-6.549993753E-1
9.436400125E0,1.498507977E0,-4.652911723E-1,-7.083998919E-1
9.456509125E0,1.489781022E0,-5.301264524E-1,-5.677505136E-1
9.476618125E0,1.470261216E0,-5.885862112E-1,-3.394693434E-1
9.496727125E0,1.427998543E0,-4.578115046E-1,-1.273816824E-1
9.516836125E0,1.392311573E0,-3.007871807E-1,5.701026320E-2
9.536945125E0,1.359453082E0,-2.669484317E-1,1.540888399E-1
9.557054125E0,1.307482243E0,-2.739090025E-1,1.566088498E-1
9.577163125E0,1.221966505E0,-1.860981882E-1,1.161706522E-1
9.597272125E0,1.141470790E0,-8.723259717E-2,1.022801399E-1
9.617381125E0,1.071920872E0,-1.393339597E-2,1.219175830E-1
9.637490125E0,1.037918568E0,1.623807661E-2,1.093442142E-1
9.657599125E0,1.054126382E0,-5.927547067E-2,6.028906256E-2
9.677708125E0,1.047381282E0,-2.709485590E-1,-1.350171398E-2
9.697817125E0,1.010536790E0,-2.303365916E-1,-3.231530637E-2
9.717926125E0,1.074224234E0,-6.328622997E-2,-4.665298387E-3
9.738035125E0,1.266798615E0,1.094091088E-1,1.049443614E-2
9.758144125E0,1.544030070E0,1.727526039E-1,-5.451913178E-2
9.778253125E0,1.785090089E0,8.609140664E-2,-1.857379228E-1
9.798362125E0,1.847304583E0,-2.561976910E-1,-3.148673177E-1
9.818471125E0,1.721961856E0,-9.272076488E-1,-4.159450531E-1
9.838580125E0,1.705709696E0,-9.510500431E-1,-4.633372724E-1
9.858689125E0,1.770980120E0,-5.906062126E-1,-4.177241027E-1
9.878798125E0,1.722580433E0,-5.114193559E-1,-2.246318907E-1
9.898907125E0,1.676532388E0,-4.853144884E-1,3.049019538E-2
9.919016125E0,1.761223316E0,-1.282195747E-1,2.595385015E-1
9.939125125E0,1.914109707E0,2.426271588E-1,4.900314510E-1
9.959234125E0,2.153084993E0,1.821424216E-1,5.975778699E-1
9.979343125E0,2.311706305E0,-2.309596241E-1,5.076244473E-1
9.999452125E0,2.428181171E0,-6.045194864E-1,3.602897227E-1
1.001956113E1,2.536945581E0,-7.103443742E-1,2.831359506E-1
1.003967012E1,2.638496876E0,-5.784007907E-1,2.619360387E-1
1.005977912E1,2.713789701E0,-3.497565091E-1,2.478830367E-1
1.007988813E1,2.725200176E0,-2.719805241E-1,2.325594127E-1
1.009999712E1,2.679111481E0,-2.877606750E-1,2.004394382E-1
1.012010612E1,2.612319946E0,-3.449431956E-1,1.367339939E-1
1.014021513E1,2.505544901E0,-4.053430557E-1,5.614060909E-2
1.016032412E1,2.368388176E0,-4.530101717E-1,-2.204447053E-2
1.018043313E1,2.233371973E0,-4.222883880E-1,-7.701507956E-2
1.020054212E1,2.115384340E0,-3.715280890E-1,-1.145584062E-1
1.022065112E1,2.006281137E0,-3.146214485E-1,-1.299443990E-1
1.024076013E1,1.911964178E0,-2.199583352E-1,-1.520621330E-1
1.026086912E1,1.821079373E0,-1.232004687E-1,-1.958032101E-1
1.028097812E1,1.717687011E0,-5.741560087E-2,-2.492997199E-1
1.030108713E1,1.593736172E0,2.594474331E-2,-2.909552455E-1
1.032119612E1,1.494512677E0,9.533834457E-2,-3.023393452E-1
1.034130513E1,1.405991077E0,1.060587615E-1,-2.704245448E-1
1.036141413E1,1.356805563E0,8.567406237E-2,-2.387878448E-1
1.038152412E1,1.297140360E0,6.966986507E-2,-2.501931190E-1
1.040163313E1,1.311252356E0,1.635552198E-2,-2.023264766E-1
1.042174571E1,1.315513492E0,-2.996498346E-1,-5.560870282E-3
1.044185471E1,1.292383075E0,-7.531545758E-1,1.793255955E-1
1.046196371E1,1.427608490E0,-6.164193749E-1,1.961455792E-1
1.048207271E1,1.594949365E0,3.214094788E-2,-3.166740015E-2
1.050218171E1,1.548244953E0,3.201413453E-1,-2.657414675E-1
1.052229071E1,1.461188674E0,6.616438925E-2,-4.586281776E-1
1.054239971E1,1.377672911E0,-2.987631857E-1,-5.438293219E-1
1.056250871E1,1.283724189E0,-5.175444484E-1,-4.692809284E-1
1.058261771E1,1.365678072E0,-5.131911635E-1,-2.025383264E-1
1.060272671E1,1.604237914E0,-3.976469934E-1,-8.210735768E-2
1.062283571E1,1.768188715E0,-2.928326726E-1,-1.803020090E-1
1.064294471E1,1.805400372E0,-3.605159223E-1,-4.160888195E-1
1.066305371E1,1.776861548E0,-4.410276413E-1,-5.835852623E-1
1.068316271E1,1.773084998E0,-4.775789976E-1,-6.191256642E-1
1.070327171E1,1.857390404E0,-5.502638221E-1,-5.222761035E-1
1.072338071E1,1.943181157E0,-5.689811707E-1,-3.369615078E-1
1.074348971E1,1.953386426E0,-4.533076286E-1,-1.496578455E-1
1.076359871E1,1.905135393E0,-3.965766728E-1,-2.243341878E-2
1.078370771E1,1.818421245E0,-4.125289321E-1,8.790397085E-3
1.080381671E1,1.732472777E0,-4.633575976E-1,-1.575122587E-2
1.082392571E1,1.675327182E0,-4.466722310E-1,-6.013647094E-2
1.084403471E1,1.615401745E0,-3.941409588E-1,-9.809879959E-2
1.086414371E1,1.510787725E0,-2.031011730E-1,-5.823514611E-2
1.088425271E1,1.384888053E0,-1.801402122E-2,-1.360517228E-3
1.090436171E1,1.221973658E0,-2.912085131E-2,4.643054679E-2
1.092447071E1,1.044111490E0,-1.688016802E-1,4.297308251E-2
1.094458071E1,8.350827694E-1,-2.766605914E-1,1.775926352E-2
1.096468971E1,6.571838856E-1,-2.982786000E-1,1.747040637E-2
1.098479871E1,5.398635268E-1,-2.626575530E-1,3.185455874E-2
1.100490771E1,4.750518501E-1,-1.394881159E-1,4.706437886E-2
1.102501671E1,4.522423446E-1,-7.474085316E-3,6.794866174E-2
1.104512571E1,4.993124306E-1,5.025721341E-2,2.264972776E-3
1.106523471E1,6.074442863E-1,3.093096428E-2,-1.331887394E-1
1.108534371E1,6.957260966E-1,-4.319928214E-2,-2.555299997E-1
1.110545271E1,7.245299220E-1,-2.446473241E-1,-3.286831677E-1
1.112556171E1,7.003945708E-1,-6.137698889E-1,-3.389663100E-1
1.114567071E1,7.048913240E-1,-6.087038517E-1,-3.284001350E-1
1.116577971E1,7.901506424E-1,-4.261063933E-1,-3.691069782E-1
1.118588871E1,7.942854762E-1,-2.450683266E-1,-2.602281868E-1
1.120599771E1,8.609761000E-1,-1.368601471E-1,-1.701653153E-1
1.122610671E1,9.731122851E-1,3.748873770E-1,-8.417576551E-2
1.124621571E1,1.150359273E0,5.539401174E-1,-5.060077831E-2
1.126632471E1,1.247945786E0,2.730054557E-1,1.383855753E-2
1.128643371E1,1.170274019E0,3.420976996E-1,2.504909225E-2
1.130654271E1,1.057338834E0,3.757344782E-1,8.086699992E-2
1.132665171E1,8.016260266E-1,1.697346121E-1,1.888594776E-1
1.134676071E1,4.775679111E-1,-1.355777681E-2,2.950426638E-1
1.136687071E1,2.609990537E-1,1.098460704E-1,3.192310929E-1
1.138697971E1,1.755153835E-1,2.648645043E-1,2.695693970E-1
1.140708871E1,1.540346891E-1,3.163203299E-1,1.944832355E-1
1.142719408E1,1.572839618E-1,2.171311080E-1,1.592465192E-1
1.144730308E1,2.078063935E-1,1.461549290E-2,1.431352496E-1
1.146741208E1,2.893616259E-1,-1.681603342E-1,1.280461550E-1
1.148752108E1,3.413096368E-1,-2.767762244E-1,8.728775382E-2
1.150763008E1,3.024038970E-1,-2.360042632E-1,2.731011622E-2
1.152773908E1,2.040687501E-1,-6.005264446E-2,-1.034072414E-1
1.154784808E1,7.787783444E-2,7.464548200E-2,-1.671383977E-1
1.156795708E1,-9.909972548E-3,1.130999476E-1,-1.744860709E-1
1.158806608E1,-9.524919838E-2,1.102486774E-1,-1.149818078E-1
1.160817508E1,-2.103113979E-1,9.223965555E-2,-9.634362534E-3
1.162828408E1,-1.829782724E-1,5.933961272E-2,3.631287068E-2
1.164839308E1,-1.648796648E-1,4.625938833E-2,2.967793122E-2
1.166850208E1,-2.702628970E-1,2.497282624E-1,-2.067106403E-2
1.168861108E1,-4.008699656E-1,5.432699919E-1,-3.210247308E-2
1.170872008E1,-4.443010092E-1,6.180461645E-1,-1.612561941E-2
1.172883008E1,-3.157122433E-1,3.609682322E-1,3.833395243E-2
1.174893908E1,-2.932907343E-1,-1.922800392E-1,2.300017029E-1
1.176904808E1,-5.268462375E-2,-1.589946896E-1,4.576890171E-1
1.178915708E1,2.423812598E-1,1.447305232E-1,1.894813329E-1
1.180926608E1,3.269118667E-1,1.950547546E-1,-6.468807161E-2
1.182937508E1,1.888901889E-1,2.952228785E-1,-2.791663706E-1
1.184948408E1,-8.481240273E-2,3.466756344E-1,-3.701777458E-1
1.186959308E1,-2.411348969E-1,2.953380160E-2,-2.900316119E-1
1.188970208E1,-2.055358589E-1,-4.431892335E-1,-4.734096304E-2
1.190981108E1,3.482103720E-2,-4.041673839E-1,9.380977601E-2
1.192992008E1,3.346366584E-1,-9.664016962E-2,5.816771463E-2
1.195002908E1,5.941618681E-1,5.064339191E-2,-1.601599157E-1
1.197013808E1,7.676595449E-1,-1.041250527E-1,-4.249747097E-1
1.199024708E1,8.614239693E-1,-2.195434719E-1,-6.042829156E-1
1.201035608E1,8.989163637E-1,-3.140074313E-1,-5.729135871E-1
1.203046608E1,9.039508104E-1,-4.117246866E-1,-4.036920369E-1
1.205057508E1,8.563600183E-1,-4.144124389E-1,-2.083013654E-1
1.207068408E1,7.618794441E-1,-3.025776744E-1,-2.944281511E-2
1.209079308E1,6.432287097E-1,-2.674255371E-1,1.118822545E-1
1.211090208E1,4.887493849E-1,-2.619961500E-1,1.872457266E-1
1.213101108E1,3.450917304E-1,-2.320623547E-1,1.651104391E-1
1.215112008E1,2.133251429E-1,-1.987498403E-1,1.293526441E-1
1.217122908E1,9.414100647E-2,-1.334586740E-1,1.321012080E-1
1.219133808E1,4.122241214E-2,-6.271164119E-2,1.877286136E-1
1.221144708E1,5.527301878E-2,-7.974737324E-3,2.392618954E-1
1.223155608E1,1.017657816E-1,-5.513881147E-2,2.385124862E-1
1.225166508E1,1.263840795E-1,-2.252174467E-1,1.546442509E-1
1.227177408E1,1.306279302E-1,-2.665651739E-1,5.931153148E-2
1.229188408E1,2.415633649E-1,-1.011724994E-1,5.940098781E-4
1.231199308E1,3.988549411E-1,1.110770181E-1,-4.623312876E-2
1.233210208E1,5.914852619E-1,1.721758842E-1,-1.408418268E-1
1.235221108E1,7.208427191E-1,1.469043046E-1,-2.879558802E-1
1.237232008E1,6.834769249E-1,-5.693716928E-3,-3.658846319E-1
1.239242908E1,5.736745596E-1,-4.334475994E-1,-3.656433523E-1
1.241253808E1,4.004808068E-1,-5.742210746E-1,-3.499868512E-1
1.243264708E1,2.203453928E-1,-4.871877432E-1,-4.191940129E-1
1.245275608E1,6.846045703E-2,-3.474083841E-1,-3.883678317E-1
1.247286508E1,5.829675496E-2,-1.271158457E-1,-2.133351564E-1
1.249297408E1,2.492618710E-1,2.725284398E-1,-2.665438503E-2
1.251308308E1,4.541588426E-1,4.045287073E-1,1.350107938E-1
1.253319208E1,5.128729343E-1,6.714542508E-1,2.437629402E-1
1.255330208E1,5.377379060E-1,9.574806690E-1,2.050285190E-1
1.257341108E1,3.381857276E-1,7.475415468E-1,1.448341906E-1
1.259352008E1,2.718265168E-2,1.709709167E-1,2.540960312E-1
1.261362908E1,-2.607867420E-1,-4.368811846E-2,3.884799480E-1
1.263373808E1,-4.105315506E-1,1.276864298E-2,4.414758682E-1
1.265384708E1,-4.122909009E-1,1.275726110E-1,4.112929404E-1
1.267395608E1,-2.977657914E-1,1.597406417E-1,3.262749016E-1
1.269406508E1,-1.725614518E-1,2.302841470E-2,2.136241347E-1
1.271417408E1,-1.525381766E-2,-7.148712873E-2,9.869771451E-2
1.273428308E1,1.555804610E-1,-1.202603802E-1,-1.120754634E-3
1.275439208E1,2.337893695E-1,-1.238364875E-1,-6.142758578E-2
1.277450108E1,2.229155004E-1,-7.242027670E-2,-1.062281877E-1
1.279461108E1,1.667749137E-1,1.402523369E-2,-1.549929678E-1
1.281472008E1,8.179611713E-2,7.127235830E-2,-1.841425598E-1
1.283482908E1,-7.499742322E-3,4.654318839E-2,-1.534495503E-1
1.285493808E1,-1.209881306E-1,-1.561376266E-2,-4.671416059E-2
1.287504708E1,-1.594499350E-1,-4.238217324E-2,1.282779407E-2
1.289515608E1,-1.503306329E-1,-6.472150981E-2,2.135472558E-2
1.291526508E1,-2.334394753E-1,9.841204435E-2,-1.020807540E-3
1.293537408E1,-3.332379162E-1,3.646775186E-1,1.829977147E-2
1.295548308E1,-3.685528040E-1,5.777981877E-1,6.572523713E-2
1.297559208E1,-3.555291891E-1,6.057506204E-1,5.319425091E-2
1.299570108E1,-3.387981355E-1,3.587436676E-1,4.284135252E-2
1.301581108E1,-3.808462024E-1,-5.636896938E-2,2.189330161E-1
1.303592008E1,-1.845214665E-1,1.380314864E-2,4.890548885E-1
1.305602908E1,2.078296430E-2,9.714232385E-2,3.064443469E-1
1.307613808E1,7.014814764E-2,2.075670660E-1,9.825773537E-2
1.309624708E1,-7.649965584E-2,4.699041247E-1,-8.819644898E-2
1.311635608E1,-3.733037710E-1,6.045421958E-1,-2.538389862E-1
1.313646508E1,-5.332235098E-1,2.434251904E-1,-3.071238399E-1
1.315657408E1,-4.881892204E-1,-3.153533340E-1,-1.611450911E-1
1.317668308E1,-1.906123757E-1,-3.534238636E-1,-2.908147126E-2
1.319679208E1,2.054513842E-1,-1.780189723E-1,-1.962122694E-2
1.321690108E1,5.098093152E-1,-2.541198581E-2,-1.612435579E-1
1.323701108E1,6.818081737E-1,-8.995062113E-2,-3.482443392E-1
1.325712008E1,7.250387669E-1,-1.546846479E-1,-4.861288369E-1
1.327722908E1,6.976038814E-1,-2.258713245E-1,-5.150930882E-1
1.329733808E1,6.460342407E-1,-3.182936907E-1,-3.992837369E-1
1.331744708E1,5.447526574E-1,-3.290573657E-1,-2.283719480E-1
1.333755608E1,4.474130869E-1,-3.412372172E-1,-6.953461468E-2
1.335766508E1,3.587440848E-1,-3.608168364E-1,1.091491655E-1
1.337777408E1,2.821913362E-1,-3.868425786E-1,2.206472307E-1
1.339788308E1,2.308498025E-1,-3.231537342E-1,2.444159538E-1
1.341799208E1,1.789395809E-1,-2.097920477E-1,2.264736295E-1
1.343810213E1,1.322834045E-1,-1.064957529E-1,2.045486122E-1
1.345821112E1,1.207515597E-1,-3.885120898E-2,2.077883035E-1
1.347832012E1,1.643252373E-1,-2.226274274E-2,2.132478654E-1
1.349842913E1,2.233384699E-1,-1.013960689E-1,1.880703121E-1
1.351853812E1,2.445402145E-1,-2.573765516E-1,1.167880371E-1
1.353864713E1,2.499061823E-1,-3.254228234E-1,4.138886556E-2
1.355875612E1,2.761625946E-1,-2.622154653E-1,8.137832629E-4
1.357886512E1,3.261960149E-1,-1.245539039E-1,-3.399518877E-2
1.359897413E1,4.193136394E-1,-2.163225226E-2,-9.794143587E-2
1.361908312E1,5.210142136E-1,3.032298200E-2,-2.112438977E-1
1.363919312E1,5.759556293E-1,3.892322630E-2,-3.055354059E-1
1.365930213E1,5.671259165E-1,-1.815968901E-1,-3.400760889E-1
1.367941112E1,5.330160260E-1,-5.757678747E-1,-3.467738330E-1
1.369952012E1,4.562296867E-1,-6.474399567E-1,-3.834528923E-1
1.371962913E1,3.446139693E-1,-5.602045059E-1,-4.154434502E-1
1.373973812E1,2.664899528E-1,-3.787992299E-1,-2.979729474E-1
1.375984713E1,3.331407309E-1,-9.336387366E-2,-1.023751795E-1
1.377995612E1,5.134434104E-1,3.855244517E-1,5.273995548E-2
1.380006512E1,7.060772777E-1,5.161522627E-1,1.431196630E-1
1.382017413E1,7.194610238E-1,5.931437612E-1,2.235398293E-1
1.384028412E1,6.082698703E-1,7.059192061E-1,1.562011242E-1
1.386039312E1,3.760621548E-1,5.651915073E-1,1.268739998E-1
1.388050213E1,6.034392864E-2,7.584939897E-2,2.483088374E-1
1.390061112E1,-2.051294893E-1,-2.384927124E-1,3.678873479E-1
1.392072012E1,-3.147975504E-1,-1.625730395E-1,3.664854169E-1
1.394082913E1,-2.948992550E-1,1.865217835E-2,2.938300669E-1
1.396093812E1,-1.935536563E-1,8.925181627E-2,2.141132951E-1
1.398104713E1,-6.695964187E-2,-3.939097002E-2,1.253722906E-1
1.400115612E1,1.116890535E-1,-1.463669837E-1,4.066664353E-2
1.402126612E1,3.283861279E-1,-1.932371855E-1,-4.055327922E-2
1.404137513E1,4.681535065E-1,-1.869512647E-1,-9.447911382E-2
1.406148412E1,4.822105169E-1,-1.155560166E-1,-1.375879347E-1
1.408159312E1,4.208501875E-1,-4.143779166E-3,-1.758522987E-1
1.410170213E1,3.178978264E-1,7.244513184E-2,-2.040605545E-1
1.412181112E1,2.052940875E-1,2.839215659E-2,-1.847024113E-1
1.414192013E1,7.316861302E-2,-5.019132420E-2,-1.187926084E-1
1.416202913E1,-1.163724344E-2,-1.640781760E-2,-4.539730400E-2
1.418213812E1,-8.486615494E-3,2.270193398E-2,-6.408116966E-2
1.420224813E1,-2.611769550E-2,1.169781610E-1,-1.378930509E-1
1.422235712E1,-1.461381167E-1,2.608538270E-1,-1.624559164E-1
1.424246612E1,-2.310880721E-1,4.383532703E-1,-1.200298518E-1
1.426257513E1,-1.937265396E-1,5.136451721E-1,-3.260288760E-2
1.428268412E1,-1.488247216E-1,1.380076408E-1,1.324067563E-1
1.430279312E1,-1.852647513E-1,-1.923256963E-1,4.437652826E-1
1.432290213E1,6.768598408E-2,-8.692175150E-2,2.893036604E-1
1.434301112E1,2.405928522E-1,1.881406307E-1,2.306551673E-2
1.436312112E1,2.018230110E-1,2.601216137E-1,-1.839404404E-1
1.438323013E1,-2.188582160E-2,3.288275301E-1,-3.455006480E-1
1.440333912E1,-1.380037218E-1,9.937740117E-2,-3.553189039E-1
1.442344783E1,1.733381487E-2,-5.301591158E-1,-1.665487140E-1
1.444355683E1,4.055414796E-1,-6.458473802E-1,-6.608312950E-3
1.446366583E1,8.555761576E-1,-2.911110520E-1,-1.074435306E-3
1.448377483E1,1.192554235E0,4.905929416E-2,-2.050486505E-1
1.450388383E1,1.363491416E0,-5.526975170E-2,-4.736115932E-1
1.452399283E1,1.402932644E0,-2.528561056E-1,-6.459106207E-1
1.454410283E1,1.391499043E0,-3.864573240E-1,-6.492097378E-1
1.456421183E1,1.358200312E0,-4.421544075E-1,-4.918195903E-1
1.458432083E1,1.308998585E0,-3.835398257E-1,-2.737394273E-1
1.460442983E1,1.213220835E0,-2.803006470E-1,-7.759347558E-2
1.462453883E1,1.095861554E0,-2.146942616E-1,7.222630829E-2
1.464464783E1,9.921858311E-1,-1.803987473E-1,1.431052834E-1
1.466475683E1,8.902817965E-1,-1.517262757E-1,1.007725894E-1
1.468486583E1,7.635890245E-1,-1.202792600E-1,4.249808565E-2
1.470497583E1,6.275231838E-1,-9.776595235E-2,4.867586121E-2
1.472508483E1,5.359367728E-1,-1.220943965E-2,9.917628765E-2
1.474519383E1,4.744842947E-1,5.133784562E-2,1.536128968E-1
1.476530283E1,4.334380329E-1,-5.257041007E-2,1.545429975E-1
1.478541183E1,4.309196174E-1,-2.183167487E-1,8.459702134E-2
1.480552083E1,4.654708207E-1,-2.615154982E-1,-1.928947866E-2
1.482562983E1,5.686127543E-1,-1.646057069E-1,-5.248830840E-2
1.484573883E1,7.537322640E-1,-2.802951261E-2,-2.687600814E-2
1.486584883E1,9.545007944E-1,8.420389146E-2,-2.660115622E-2
1.488595783E1,1.182192802E0,1.636041403E-1,-7.444070280E-2
1.490606683E1,1.424409628E0,1.618012041E-1,-1.682073623E-1
1.492617583E1,1.619647622E0,-9.821469337E-2,-2.963542342E-1
1.494628483E1,1.528546691E0,-6.753438115E-1,-4.397049248E-1
1.496639383E1,1.364253283E0,-5.824612975E-1,-4.858785272E-1
1.498650283E1,1.310841203E0,-3.005299568E-1,-4.265148044E-1
1.500661183E1,1.256917119E0,-1.660363823E-1,-3.079345822E-1
1.502672183E1,1.242847204E0,7.332383841E-2,-1.523651332E-1
1.504683083E1,1.387687564E0,4.256871343E-1,-1.161255222E-2
1.506693983E1,1.440713882E0,3.629419804E-1,1.638990492E-1
1.508704883E1,1.507017851E0,1.788814217E-1,3.267173767E-1
1.510715783E1,1.540933251E0,1.533217262E-2,3.894131780E-1
1.512726683E1,1.412137270E0,-7.294115424E-2,4.351247549E-1
1.514737583E1,1.179223537E0,-1.634054631E-1,4.648960531E-1
1.516748483E1,9.584908485E-1,-1.258305907E-1,4.350333512E-1
1.518759483E1,8.525893092E-1,-7.584699988E-2,3.117879331E-1
1.520770383E1,8.697018027E-1,-7.307945937E-2,1.903706044E-1
1.522781283E1,9.872463346E-1,-1.416245848E-1,1.281107217E-1
1.524792183E1,1.159188867E0,-2.184585929E-1,1.389107853E-1
1.526803083E1,1.313712001E0,-2.638313770E-1,1.277080178E-1
1.528813983E1,1.400838494E0,-2.243971080E-1,8.375003934E-2
1.530824883E1,1.369760990E0,-1.711970866E-1,3.119471483E-2
1.532835883E1,1.232855320E0,-1.485300660E-1,-3.768832237E-2
1.534846783E1,1.077950835E0,-1.271280497E-1,-8.352051675E-2
1.536857683E1,9.137542248E-1,-1.154651493E-1,-8.815718442E-2
1.538868583E1,7.462601066E-1,-6.770949811E-2,-6.987360865E-2
1.540879483E1,6.019827127E-1,-1.816935092E-2,-6.833475828E-2
