"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.542890383E1,4.937736094E-1,2.439734899E-2,-9.799626470E-2
1.544901283E1,4.303754568E-1,1.867224462E-2,-1.432629526E-1
1.546912283E1,4.105505347E-1,7.628931105E-2,-1.473224759E-1
1.548923183E1,4.089291990E-1,2.087698430E-1,-1.241806671E-1
1.550934083E1,3.981915414E-1,3.039304316E-1,-7.871415466E-2
1.552944983E1,4.961308241E-1,2.885938585E-1,-1.827519201E-2
1.554955883E1,5.070293546E-1,-2.274445817E-2,1.616050005E-1
1.556966783E1,4.984866679E-1,-2.141778767E-1,3.849508166E-1
1.558977683E1,6.948138475E-1,-2.902534232E-2,2.009291798E-1
1.560988583E1,8.488644361E-1,1.948353499E-1,-9.488768876E-2
1.562999583E1,7.847134471E-1,1.052718237E-1,-2.719131708E-1
1.565010483E1,6.100339293E-1,5.595711619E-2,-3.095317185E-1
1.567021383E1,5.971878767E-1,-4.318647832E-2,-2.503279150E-1
1.569032283E1,7.725268602E-1,-5.118961930E-1,-9.863429517E-2
1.571043183E1,1.092639446E0,-5.864797235E-1,-2.854454517E-2
1.573054083E1,1.420310616E0,-2.893520892E-1,-1.021273360E-1
1.575064983E1,1.659859061E0,-1.642470658E-1,-3.023208380E-1
1.577075983E1,1.780426621E0,-2.724200487E-1,-4.884245992E-1
1.579086883E1,1.818892956E0,-3.292351663E-1,-6.261979938E-1
1.581097783E1,1.832861662E0,-3.832757771E-1,-6.343120337E-1
1.583108683E1,1.828758240E0,-3.798307776E-1,-5.126682520E-1
1.585119583E1,1.805192471E0,-3.110065758E-1,-3.388083577E-1
1.587130483E1,1.778960705E0,-2.710612416E-1,-1.809819043E-1
1.589141383E1,1.753372312E0,-3.067623973E-1,-5.393072590E-2
1.591152383E1,1.705307722E0,-3.136564493E-1,-1.367322728E-2
1.593163283E1,1.634334445E0,-3.034495711E-1,-5.470553786E-2
1.595174183E1,1.536258340E0,-2.602147162E-1,-8.702626079E-2
1.597185083E1,1.382937431E0,-1.897882223E-1,-5.582040548E-2
1.599195983E1,1.238812089E0,-1.109087989E-1,4.813095555E-2
1.601206883E1,1.103110790E0,-9.439433366E-2,1.647920907E-1
1.603217783E1,9.493771791E-1,-1.394294798E-1,2.334530503E-1
1.605228783E1,8.481219411E-1,-1.938966513E-1,2.319710255E-1
1.607239683E1,7.659884691E-1,-2.634505928E-1,1.669323444E-1
1.609250583E1,6.703653336E-1,-2.083535343E-1,1.122943237E-1
1.611261483E1,7.035682797E-1,-6.079029292E-2,1.300229579E-1
1.613272383E1,7.795826197E-1,2.111659944E-2,1.632668227E-1
1.615283283E1,8.465883136E-1,2.176828869E-2,1.131891385E-1
1.617294283E1,8.971835375E-1,1.656635478E-2,-2.127387375E-2
1.619305183E1,8.959542513E-1,3.898333386E-2,-1.375476122E-1
1.621316083E1,9.178570509E-1,4.120248184E-2,-1.954421401E-1
1.623326983E1,9.584412575E-1,-2.455717921E-1,-2.443139106E-1
1.625337883E1,8.126445413E-1,-6.333218813E-1,-2.160154581E-1
1.627348783E1,8.387005329E-1,-6.001971960E-1,-2.187884152E-1
1.629359683E1,8.920533657E-1,-3.693271875E-1,-3.376337588E-1
1.631370683E1,8.121760488E-1,-1.786086410E-1,-2.486586422E-1
1.633381583E1,7.092579007E-1,2.343760058E-2,-8.176235110E-2
1.635392483E1,7.661188245E-1,5.249789357E-1,4.197944701E-2
1.637403383E1,9.410383701E-1,7.020273209E-1,1.101062670E-1
1.639414283E1,9.704254866E-1,4.419442117E-1,1.162144318E-1
1.641425183E1,7.297533154E-1,3.061107993E-1,1.410299540E-1
1.643436196E1,3.602763414E-1,1.689165533E-1,1.849891096E-1
1.645447096E1,1.908658072E-3,-2.447228879E-2,1.681686193E-1
1.647457996E1,-2.391329557E-1,1.403102428E-1,2.318031341E-1
1.649468896E1,-3.773096800E-1,5.534912944E-1,2.316737324E-1
1.651479796E1,-4.951723516E-1,6.598003507E-1,2.423654050E-1
1.653490696E1,-6.111179590E-1,5.275156498E-1,2.412311137E-1
1.655501596E1,-6.531392336E-1,3.455661535E-1,2.257346809E-1
1.657512596E1,-6.222886443E-1,1.453391314E-1,2.149728388E-1
1.659523496E1,-6.032227278E-1,-5.731407553E-3,1.941493601E-1
1.661534396E1,-6.774166822E-1,-2.918060496E-2,1.614030749E-1
1.663545296E1,-8.538973927E-1,4.221250862E-2,8.681473136E-2
1.665556196E1,-1.081369400E0,2.248815298E-1,1.605726965E-2
1.667567096E1,-1.389915705E0,4.678855836E-1,3.622857854E-2
1.669578096E1,-1.643726468E0,6.284145713E-1,1.013737619E-1
1.671588996E1,-1.773014426E0,5.002031326E-1,7.372520864E-2
1.673599896E1,-1.997734547E0,3.165148497E-1,9.430441260E-2
1.675610796E1,-2.153072596E0,4.354406297E-1,1.594975591E-1
1.677621696E1,-2.140349627E0,4.086737335E-1,1.562431455E-1
1.679632596E1,-2.242070675E0,2.537660599E-1,1.144757867E-1
1.681643596E1,-2.383986712E0,2.729428411E-1,7.755856216E-2
1.683654496E1,-2.432923555E0,4.390203953E-1,1.545001715E-1
1.685665396E1,-2.348175287E0,2.322172523E-1,3.903495073E-1
1.687676296E1,-2.250816345E0,-3.933231533E-1,7.251413465E-1
1.689687196E1,-1.978419304E0,-6.552013755E-1,8.037018776E-1
1.691698096E1,-1.802567005E0,3.316802680E-1,5.543942451E-1
1.693708996E1,-1.900119781E0,9.253060222E-1,1.388597935E-1
1.695719996E1,-2.201832294E0,6.967096329E-1,-2.873422205E-1
1.697730896E1,-2.531696558E0,2.845092490E-2,-4.819042683E-1
1.699741796E1,-2.720691681E0,-4.970796108E-1,-3.302589655E-1
1.701752696E1,-2.748162508E0,-7.233543992E-1,-5.644497648E-2
1.703763596E1,-2.730769634E0,-6.095104218E-1,1.917871982E-1
1.705774496E1,-2.748733521E0,-4.192426503E-1,2.844928205E-1
1.707785496E1,-2.899545193E0,-2.342596650E-1,2.521508634E-1
1.709796396E1,-3.069868565E0,-3.406697139E-2,1.848019511E-1
1.711807296E1,-3.104125500E0,1.594553888E-1,1.582751423E-1
1.713818196E1,-3.031349897E0,2.271832228E-1,2.045289129E-1
1.715829096E1,-2.969130516E0,1.639752537E-1,2.637547553E-1
1.717839996E1,-2.935447454E0,1.488390416E-1,2.899933159E-1
1.719850996E1,-2.907962084E0,1.659226269E-1,2.969862223E-1
1.721861896E1,-2.863932133E0,2.065853477E-1,3.201324344E-1
1.723872796E1,-2.790055752E0,2.344967723E-1,3.504260778E-1
1.725883696E1,-2.681966066E0,2.441368997E-1,3.617731035E-1
1.727894596E1,-2.541389465E0,2.152549773E-1,3.585921526E-1
1.729905496E1,-2.409390688E0,1.725106835E-1,3.559547365E-1
1.731916496E1,-2.252714157E0,1.377179623E-1,3.430952132E-1
1.733927396E1,-2.099363565E0,9.947054088E-2,3.425101936E-1
1.735938296E1,-1.974759459E0,8.411721140E-2,3.601722419E-1
1.737949196E1,-1.883635998E0,1.049832404E-1,3.681203425E-1
1.739960096E1,-1.828064322E0,1.479348093E-1,3.540078998E-1
1.741971096E1,-1.776631117E0,1.868953705E-1,3.360556960E-1
1.743982362E1,-1.724495411E0,2.229353189E-1,3.291380405E-1
1.745993263E1,-1.685803056E0,2.495497018E-1,3.112403750E-1
1.748004163E1,-1.630646467E0,2.924731374E-1,2.865166068E-1
1.750015062E1,-1.550553322E0,3.597834110E-1,2.558708787E-1
1.752025963E1,-1.473513961E0,3.841856122E-1,2.378208190E-1
1.754036962E1,-1.347308159E0,3.315968215E-1,2.006320953E-1
1.756047862E1,-1.287818670E0,1.856537312E-1,8.681839705E-2
1.758058763E1,-1.367250919E0,3.251053691E-1,-4.937728122E-2
1.760069662E1,-1.390670896E0,6.103308201E-1,-7.627034932E-2
1.762080562E1,-1.361734390E0,7.809801102E-1,1.117273271E-1
1.764091463E1,-1.349108458E0,8.099569082E-1,3.012912869E-1
1.766102462E1,-1.365815639E0,8.022928238E-1,4.433525801E-1
1.768113362E1,-1.446728110E0,6.659119129E-1,5.738613009E-1
1.770124263E1,-1.579134464E0,5.264570713E-1,6.322651505E-1
1.772135162E1,-1.762162566E0,3.946845233E-1,6.546601057E-1
1.774146063E1,-1.898154497E0,4.568469822E-1,6.197577715E-1
1.776157062E1,-1.924114466E0,7.251158953E-1,5.224680901E-1
1.778167962E1,-1.918970346E0,8.938086629E-1,4.184512496E-1
1.780178863E1,-1.912609458E0,8.709545135E-1,3.240680099E-1
1.782189762E1,-1.872249484E0,7.747777104E-1,2.459371835E-1
1.784200662E1,-1.817534566E0,6.190388203E-1,2.029348612E-1
1.786211563E1,-1.791007996E0,4.312904179E-1,1.860226244E-1
1.788222562E1,-1.775750637E0,3.111802042E-1,1.754664779E-1
1.790233462E1,-1.751867056E0,3.493380249E-1,1.684082150E-1
1.792244363E1,-1.715872765E0,4.834333062E-1,1.532210112E-1
1.794255262E1,-1.692333460E0,5.847701430E-1,1.416210383E-1
1.796266163E1,-1.679440260E0,5.727127790E-1,1.458523870E-1
1.798277163E1,-1.633521676E0,5.561871529E-1,1.246968508E-1
1.800288062E1,-1.561954737E0,4.297579229E-1,3.662675992E-2
1.802298963E1,-1.546573043E0,1.635389477E-1,2.280685306E-2
1.804309862E1,-1.554532528E0,1.138185263E-1,5.090849102E-2
1.806320762E1,-1.506138682E0,2.514851689E-1,5.377884582E-2
1.808331663E1,-1.418913603E0,3.657926321E-1,6.429247558E-2
1.810342662E1,-1.317739367E0,3.693237305E-1,7.523969561E-2
1.812353562E1,-1.270596623E0,5.178315043E-1,1.173861250E-1
1.814364463E1,-1.188324094E0,6.372352242E-1,5.900925398E-2
1.816375362E1,-1.161529183E0,6.569696069E-1,-5.737643689E-2
1.818386263E1,-1.305489063E0,7.933312058E-1,-1.899060607E-1
1.820397263E1,-1.411152601E0,9.284899235E-1,-2.542067170E-1
1.822408162E1,-1.326996565E0,8.666275144E-1,-9.100519866E-2
1.824419063E1,-1.577593565E0,1.792962700E-1,1.696285158E-1
1.826429962E1,-1.523810029E0,-1.514670998E-1,8.395793289E-2
1.828440862E1,-1.592705607E0,3.567067385E-1,6.389326602E-2
1.830451763E1,-1.964149117E0,5.829018354E-1,-4.423039034E-2
1.832462762E1,-2.379032850E0,3.890555203E-1,-1.416714489E-1
1.834473662E1,-2.525867462E0,-9.352762997E-2,-1.555829793E-1
1.836484563E1,-2.293720722E0,-3.673410416E-1,-8.117672801E-2
1.838495462E1,-1.879492760E0,-3.748651743E-1,-7.691820152E-3
1.840506362E1,-1.480854034E0,-2.077437937E-1,-5.227670074E-3
1.842517025E1,-1.179155231E0,-2.696087025E-2,-1.155423895E-1
1.844527925E1,-1.029921293E0,1.114079505E-1,-2.103159130E-1
1.846538825E1,-9.774956107E-1,1.174914837E-1,-2.235947102E-1
1.848549725E1,-1.007714629E0,9.356905520E-2,-1.984474659E-1
1.850560625E1,-1.098941207E0,-6.544934586E-4,-1.379847974E-1
1.852571625E1,-1.220310330E0,-1.584959626E-1,-3.089742735E-2
1.854582525E1,-1.300759792E0,-2.727830112E-1,7.377009839E-2
1.856593425E1,-1.321847200E0,-2.898513079E-1,1.473208964E-1
1.858604325E1,-1.309351921E0,-2.508235872E-1,1.644035131E-1
1.860615225E1,-1.254105687E0,-1.743890345E-1,1.414620578E-1
1.862626225E1,-1.148892879E0,-1.074687615E-1,1.151233092E-1
1.864637125E1,-1.009684205E0,-5.977764353E-2,1.249971017E-1
1.866648025E1,-8.612694740E-1,-7.894291729E-2,1.548344344E-1
1.868658925E1,-7.424206734E-1,-1.168060228E-1,2.008969933E-1
1.870669825E1,-6.485743523E-1,-1.023154482E-1,2.369889617E-1
1.872680825E1,-5.963789225E-1,-4.817818478E-2,2.463296205E-1
1.874691725E1,-5.677363276E-1,1.446189545E-2,2.330713719E-1
1.876702625E1,-5.396572351E-1,1.155408546E-1,1.925434321E-1
1.878713525E1,-4.981824458E-1,2.627143860E-1,9.449876845E-2
1.880724425E1,-4.538653195E-1,3.337920010E-1,-3.267436475E-2
1.882735425E1,-3.842216730E-1,2.227654457E-1,-1.468324214E-1
1.884746325E1,-3.343534768E-1,-1.450345665E-1,-2.137117535E-1
1.886757225E1,-4.345393479E-1,-3.182555735E-1,-1.862596869E-1
1.888768125E1,-5.405585766E-1,-5.921836942E-2,-1.195376888E-1
1.890779025E1,-6.289716959E-1,1.239140183E-1,-8.785311878E-2
1.892790025E1,-7.036303282E-1,2.004297823E-1,4.728599451E-3
1.894800925E1,-6.882727742E-1,5.256483555E-1,8.260334283E-2
1.896811825E1,-5.897697210E-1,8.339595199E-1,7.461632788E-2
1.898822725E1,-6.239802241E-1,8.081115484E-1,9.045761824E-2
1.900833625E1,-8.747514486E-1,6.169750690E-1,1.160598025E-1
1.902844625E1,-1.200793982E0,4.603860676E-1,1.299817711E-1
1.904855525E1,-1.457541585E0,3.355147541E-1,2.131887376E-1
1.906866425E1,-1.575432062E0,2.586649358E-1,3.406261802E-1
1.908877325E1,-1.581323743E0,3.627288342E-1,3.514522016E-1
1.910888225E1,-1.567038774E0,5.645890236E-1,2.740479410E-1
1.912899225E1,-1.538399935E0,6.531575918E-1,2.019471675E-1
1.914910125E1,-1.447642446E0,6.433523297E-1,1.469950825E-1
1.916921025E1,-1.243848562E0,6.252923608E-1,9.723879397E-2
1.918931925E1,-1.057145834E0,5.363469124E-1,3.115282208E-2
1.920942825E1,-9.536197782E-1,3.943354189E-1,-3.856500611E-2
1.922953825E1,-9.261386395E-1,2.836802006E-1,-9.549022466E-2
1.924964725E1,-8.998929858E-1,2.183277011E-1,-1.539369524E-1
1.926975625E1,-8.745898604E-1,-2.012233250E-2,-1.911627650E-1
1.928986525E1,-8.726526499E-1,-3.212428689E-1,-1.088557392E-1
1.930997525E1,-8.820041418E-1,-2.258117795E-1,-2.571818233E-2
1.933008425E1,-8.957731724E-1,9.930226207E-2,4.474255838E-4
1.935019325E1,-9.224659801E-1,2.970856428E-1,-3.684542608E-3
1.937030225E1,-9.894120097E-1,3.500389159E-1,-2.374245040E-2
1.939041125E1,-1.070008874E0,4.809224308E-1,-4.815056175E-2
1.941052125E1,-1.082738280E0,5.871948600E-1,-1.070822552E-1
1.943063312E1,-1.092222691E0,7.032880187E-1,-1.634699106E-1
1.945074213E1,-1.093470931E0,7.752841115E-1,-1.944151521E-1
1.947085112E1,-1.002561212E0,8.000971675E-1,-1.778587103E-1
1.949096012E1,-1.063796639E0,4.341805279E-1,9.177432209E-2
1.951107013E1,-1.166734338E0,-1.773388591E-3,3.962662220E-1
1.953117912E1,-9.360839128E-1,-3.881024197E-3,1.982117146E-1
1.955128812E1,-9.551830292E-1,2.511989772E-1,4.966925085E-2
1.957139713E1,-1.278769374E0,6.349197030E-1,-1.185019016E-1
1.959150712E1,-1.526102066E0,6.738438010E-1,-2.549789846E-1
1.961161612E1,-1.580604434E0,1.152421013E-1,-2.354518473E-1
1.963172513E1,-1.375013232E0,-3.176587522E-1,-7.148882002E-2
1.965183412E1,-1.039384365E0,-2.529898882E-1,3.614990786E-2
1.967194313E1,-6.853884459E-1,-1.037898194E-2,-8.940743655E-2
1.969205312E1,-4.821743965E-1,1.023762450E-1,-3.050990105E-1
1.971216212E1,-3.906227946E-1,6.959707290E-2,-4.727433920E-1
1.973227113E1,-3.912225962E-1,-2.682793885E-2,-5.376581550E-1
1.975238012E1,-4.774366319E-1,-2.144724727E-1,-4.501491487E-1
1.977249012E1,-5.934038162E-1,-3.393134773E-1,-2.715557516E-1
1.979259913E1,-6.794326901E-1,-3.628931046E-1,-8.267480880E-2
1.981270812E1,-7.312285304E-1,-3.662840128E-1,8.537448198E-2
1.983281712E1,-7.803907394E-1,-3.580542505E-1,1.594020128E-1
1.985292613E1,-8.106550574E-1,-3.137612641E-1,1.685345918E-1
1.987303612E1,-7.888158560E-1,-2.858958542E-1,1.308465451E-1
1.989314513E1,-7.366772294E-1,-2.517726421E-1,1.045745090E-1
1.991325413E1,-6.456991434E-1,-1.877868772E-1,1.222640350E-1
1.993336312E1,-5.488424301E-1,-1.268256903E-1,1.647188812E-1
1.995347313E1,-4.514037073E-1,-8.501608670E-2,1.866747290E-1
1.997358212E1,-3.700851798E-1,-8.630315959E-2,1.531155556E-1
1.999369112E1,-3.036347032E-1,-1.479935050E-1,7.087700069E-2
2.001380013E1,-2.327869534E-1,-6.595700234E-2,-1.951456442E-2
2.003390912E1,-1.228946522E-1,1.150029525E-1,-1.341856867E-1
2.005401912E1,-7.190068066E-2,-8.259038627E-2,-3.083735406E-1
2.007412813E1,-2.015023679E-1,-5.017043948E-1,-4.469745457E-1
2.009423712E1,-4.013807774E-1,-4.487990439E-1,-4.706479013E-1
2.011434612E1,-5.559871793E-1,2.442135289E-2,-4.138075709E-1
2.013445613E1,-7.640257478E-1,3.867619634E-1,-2.937883139E-1
2.015456512E1,-8.349143267E-1,5.142906904E-1,-7.520218194E-2
2.017467413E1,-7.297841311E-1,6.790860891E-1,5.645000562E-2
2.019478312E1,-6.240465641E-1,6.332473755E-1,4.250224680E-2
2.021489312E1,-7.094159126E-1,5.722113848E-1,8.098299056E-2
2.023500213E1,-8.620935678E-1,5.105181336E-1,1.470191479E-1
2.025511112E1,-1.047769427E0,3.804090023E-1,1.849457622E-1
2.027522012E1,-1.209834218E0,3.303294182E-1,2.388461083E-1
2.029533013E1,-1.282803893E0,3.948639631E-1,3.049274087E-1
2.031543912E1,-1.262121677E0,4.898154736E-1,3.233061731E-1
2.033554812E1,-1.266152501E0,5.527025461E-1,3.153163791E-1
2.035565713E1,-1.235148430E0,4.870118201E-1,2.896486521E-1
2.037576612E1,-1.086071372E0,3.362230062E-1,2.795993090E-1
2.039587612E1,-8.711437583E-1,1.464180350E-1,2.502221167E-1
2.041598513E1,-6.362252831E-1,1.319565345E-2,1.870982498E-1
2.043609108E1,-4.231335521E-1,-1.148722321E-1,7.111465186E-2
2.045620008E1,-3.140265048E-1,-1.985182315E-1,-6.813441217E-2
2.047631008E1,-3.204584718E-1,-4.420034960E-2,-1.016763449E-1
2.049641908E1,-2.878383696E-1,2.153843939E-1,-8.279834688E-2
2.051652808E1,-2.603523731E-1,3.446326554E-1,-1.808444224E-2
2.053663708E1,-2.721994519E-1,2.671308517E-1,5.241184309E-2
2.055674708E1,-3.245800138E-1,2.051051855E-1,1.104559749E-1
2.057685608E1,-4.075422287E-1,3.014997840E-1,1.434431225E-1
2.059696508E1,-4.542968571E-1,3.630107045E-1,9.803038090E-2
2.061707408E1,-4.892907739E-1,3.779074550E-1,2.212435380E-2
2.063718408E1,-5.259143710E-1,4.476011992E-1,-7.028499991E-2
2.065729308E1,-5.272660851E-1,6.189302802E-1,-1.049831361E-1
2.067740208E1,-2.965306044E-1,3.755568564E-1,-8.590133488E-2
2.069751108E1,-3.486095667E-1,-4.364915565E-2,1.665512770E-1
2.071762108E1,-2.593466341E-1,1.257769763E-4,5.506798625E-1
2.073773008E1,5.035075173E-2,2.391693741E-1,3.741679490E-1
2.075783908E1,8.106837049E-3,6.085762978E-1,1.302212030E-1
2.077794808E1,-3.110423386E-1,6.359641552E-1,-4.512759671E-2
2.079805808E1,-7.837409377E-1,2.347175330E-1,-1.188821048E-1
2.081816708E1,-1.094015956E0,-2.932963371E-1,-1.349769235E-1
2.083827608E1,-9.826813936E-1,-7.284048796E-1,1.549209934E-2
2.085838508E1,-6.906170845E-1,-6.809101105E-1,1.155649722E-1
2.087849508E1,-3.685272038E-1,-3.833642304E-1,1.220786572E-2
2.089860408E1,-1.312095225E-1,-3.066782653E-1,-1.962090284E-1
2.091871308E1,-4.339528084E-2,-2.866730392E-1,-4.091238379E-1
2.093882208E1,-9.007832967E-3,-1.487399936E-1,-4.835190475E-1
2.095893208E1,8.292957209E-3,-2.002851069E-1,-4.098251462E-1
2.097904108E1,-3.619409353E-2,-2.810857296E-1,-2.212266624E-1
2.099915008E1,-1.306963563E-1,-3.019405603E-1,-2.960723592E-3
2.101925908E1,-2.190179676E-1,-3.134207726E-1,1.754058450E-1
2.103936908E1,-2.994352877E-1,-3.173817694E-1,2.380068600E-1
2.105947808E1,-3.675051630E-1,-2.969617248E-1,1.893200129E-1
2.107958708E1,-4.297235310E-1,-2.232251763E-1,1.114358827E-1
2.109969608E1,-4.347383976E-1,-1.480455846E-1,4.353735596E-2
2.111980608E1,-3.965410590E-1,-1.190842167E-1,4.404662549E-2
2.113991508E1,-3.459775150E-1,-1.191006973E-1,9.706813842E-2
2.116002408E1,-2.655320466E-1,-1.482519805E-1,1.395874619E-1
2.118013308E1,-2.105117738E-1,-2.423653454E-1,1.373430043E-1
2.120024308E1,-2.411197722E-1,-3.961452842E-1,9.494159371E-2
2.122035208E1,-2.508908212E-1,-3.346084654E-1,3.066932224E-2
2.124046108E1,-1.831038147E-1,-1.459006220E-1,-1.189349666E-1
2.126057008E1,-9.289684147E-2,-1.613351330E-2,-2.874465883E-1
2.128068008E1,-2.789540030E-2,8.973347396E-2,-4.188982844E-1
2.130078908E1,-1.794516481E-2,8.198454976E-2,-4.897467494E-1
2.132089808E1,-7.694915682E-2,-1.327222884E-1,-5.291040540E-1
2.134100708E1,-2.394433618E-1,-3.052380383E-1,-5.418198109E-1
2.136111708E1,-4.836345017E-1,-3.174897134E-1,-5.158429742E-1
2.138122608E1,-6.136305928E-1,-1.691037565E-1,-4.773261845E-1
2.140133508E1,-7.092327476E-1,-7.365918905E-2,-3.092426360E-1
2.142144408E1,-5.225744247E-1,2.613948286E-1,-8.618207276E-2
2.144155383E1,-1.917763352E-1,6.026505232E-1,6.357444823E-2
2.146166283E1,-2.205740102E-2,6.493047476E-1,8.780861646E-2
2.148177183E1,-7.739198208E-2,6.436778903E-1,8.368881792E-2
2.150188083E1,-2.840859592E-1,6.205807924E-1,4.435295984E-2
2.152199083E1,-6.549589634E-1,4.875801206E-1,4.748226330E-2
2.154209983E1,-1.002614021E0,3.511521518E-1,1.613464653E-1
2.156220883E1,-1.162192464E0,2.684016526E-1,2.981790006E-1
2.158231883E1,-1.172453642E0,1.452052295E-1,3.658443689E-1
2.160242783E1,-1.173413992E0,2.020654082E-2,3.678669631E-1
2.162253683E1,-1.157614470E0,2.149177343E-2,3.206160665E-1
2.164264583E1,-1.020809770E0,6.136651337E-2,2.105115056E-1
2.166275583E1,-8.050690293E-1,-1.861442626E-2,8.644143492E-2
2.168286483E1,-5.938808918E-1,-7.103005052E-2,-2.134883404E-2
2.170297383E1,-4.326664209E-1,5.048285425E-2,-1.005141810E-1
2.172308283E1,-3.646194935E-1,1.901822686E-1,-1.437339932E-1
2.174319283E1,-3.462152183E-1,2.628085613E-1,-1.393780261E-1
2.176330183E1,-3.642129302E-1,2.234478295E-1,-1.081213430E-1
2.178341083E1,-4.023715258E-1,1.150752157E-1,-2.802808397E-2
2.180351983E1,-3.958995342E-1,-4.346309602E-2,2.249519527E-2
2.182362983E1,-3.789602220E-1,-1.504994333E-1,7.837329805E-2
2.184373883E1,-3.847516775E-1,1.142946482E-1,9.582278877E-2
2.186384783E1,-3.684698939E-1,3.924939334E-1,1.194715649E-1
2.188395783E1,-3.241025209E-1,5.626345277E-1,1.196473017E-1
2.190406683E1,-3.329879045E-1,6.124293804E-1,1.394997537E-2
2.192417583E1,-2.965468466E-1,4.895260036E-1,-2.368248254E-2
2.194428483E1,-2.648210526E-1,-5.854587257E-2,6.484209746E-2
2.196439483E1,-1.782176346E-1,-3.038831055E-1,3.651616573E-1
2.198450383E1,8.052664995E-2,-4.697272182E-2,3.803372085E-1
2.200461283E1,2.438788116E-1,2.984662354E-2,2.169323117E-1
2.202472183E1,1.619046926E-1,2.224953920E-1,7.818346471E-2
2.204483183E1,-2.347774357E-1,4.319259226E-1,-1.765671931E-2
2.206494083E1,-5.196752548E-1,3.441335261E-1,-8.547424525E-2
2.208504983E1,-5.657642484E-1,-2.938369215E-1,-3.549056500E-2
2.210515883E1,-3.332934082E-1,-5.614525676E-1,1.036686916E-2
2.212526883E1,6.036340818E-2,-4.701798260E-1,1.303004567E-2
2.214537783E1,5.310839415E-1,-3.296217322E-1,-5.402250588E-2
2.216548683E1,9.348460436E-1,-2.896254957E-1,-2.846147418E-1
2.218559683E1,1.093021870E0,-4.121300876E-1,-5.114554763E-1
2.220570583E1,1.090045810E0,-5.135786533E-1,-5.781334043E-1
2.222581483E1,1.014436483E0,-5.923560262E-1,-4.589378536E-1
2.224592383E1,8.923768997E-1,-5.582116842E-1,-2.369457334E-1
2.226603383E1,7.050057650E-1,-3.992260098E-1,-1.251542103E-2
2.228614283E1,4.945089817E-1,-2.524148226E-1,1.592120528E-1
2.230625183E1,2.769893706E-1,-1.520842612E-1,2.321560383E-1
2.232636183E1,7.479286939E-2,-7.297389209E-2,1.964171529E-1
2.234647083E1,-7.567882538E-2,-5.454486609E-2,1.420942396E-1
2.236657983E1,-1.701229066E-1,-8.308102936E-2,1.213136986E-1
2.238668883E1,-1.827875525E-1,-5.338720977E-2,1.472576112E-1
2.240679883E1,-9.991588444E-2,-1.282280870E-2,2.006131411E-1
2.242690783E1,2.375125187E-3,-5.393236130E-2,2.170292288E-1
2.244701783E1,5.342403799E-2,-2.125483900E-1,1.393356919E-1
2.246712683E1,5.194801465E-2,-3.210207224E-1,1.621248946E-2
2.248723683E1,1.090343595E-1,-2.085673064E-1,-9.727566689E-2
2.250734583E1,1.948807091E-1,-4.150141403E-2,-1.987697184E-1
2.252745483E1,3.420819938E-1,1.523728110E-2,-3.021981716E-1
2.254756483E1,4.842452705E-1,4.731948674E-2,-4.180188775E-1
2.256767383E1,4.975478947E-1,1.180781052E-2,-4.853255451E-1
2.258778283E1,4.083626568E-1,-3.733984232E-1,-5.262717605E-1
2.260789183E1,3.526026905E-1,-4.951176941E-1,-6.053339839E-1
2.262800183E1,3.371082842E-1,-2.896985710E-1,-6.230931878E-1
2.264811083E1,2.150103748E-1,-9.423618019E-2,-5.307590961E-1
2.266821983E1,1.787674874E-1,2.812422812E-2,-3.330914676E-1
2.268832983E1,3.798020184E-1,1.532828510E-1,-1.184445843E-1
2.270843883E1,5.932489038E-1,2.306416780E-1,2.255255170E-2
2.272854783E1,5.606232882E-1,5.738499761E-1,2.033140361E-1
2.274865683E1,4.403716028E-1,9.524918795E-1,2.767970860E-1
2.276876683E1,1.389428824E-1,8.782392144E-1,1.765116900E-1
2.278887583E1,-2.836309075E-1,4.532682896E-1,2.108885795E-1
2.280898483E1,-6.325940490E-1,2.551552951E-1,2.880806327E-1
2.282909483E1,-7.126587629E-1,2.019595355E-1,3.030041158E-1
2.284920383E1,-6.425762177E-1,1.637349129E-1,3.232257366E-1
2.286931283E1,-5.224799514E-1,2.327027321E-1,3.219926059E-1
2.288942183E1,-3.372922242E-1,9.099879116E-2,2.491945624E-1
2.290953183E1,-1.175338924E-1,-2.823838890E-1,1.441212445E-1
2.292964083E1,8.370167762E-2,-4.585870802E-1,2.992936596E-2
2.294974983E1,2.492995262E-1,-3.607323170E-1,-1.062370241E-1
2.296985983E1,3.533469439E-1,-1.981625557E-1,-2.343575358E-1
2.298996883E1,4.068764150E-1,-1.524869353E-1,-2.980558574E-1
2.301007783E1,4.855216444E-1,-2.239752859E-1,-2.837615013E-1
2.303018683E1,5.428203940E-1,-3.747459054E-1,-2.136501372E-1
2.305029683E1,5.476348400E-1,-4.329019487E-1,-9.999028593E-2
2.307040583E1,5.486397147E-1,-3.387348354E-1,-4.241765663E-2
2.309051483E1,5.508055687E-1,-3.492220044E-1,-1.450737119E-1
2.311062483E1,3.772342503E-1,-3.268887997E-1,-2.038222253E-1
2.313073383E1,1.412514895E-1,1.894784160E-3,-1.410316229E-1
2.315084283E1,-3.371043876E-2,4.457906485E-1,-1.007780209E-1
