"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.623910854E1,-4.933008552E-1,4.546802491E-2,1.787528694E-1
1.625922154E1,-2.784565389E-1,-1.117792577E-1,2.029709369E-1
1.627933454E1,-1.218443960E-1,-1.525522470E-1,2.366823703E-1
1.629944754E1,2.213887684E-2,-6.307671219E-2,2.417658269E-1
1.631956054E1,1.716397405E-1,7.822714746E-2,1.920033395E-1
1.633967354E1,2.675575316E-1,1.561409533E-1,1.102051809E-1
1.635978654E1,2.976239622E-1,1.517200172E-1,1.382879913E-2
1.637989954E1,2.876365781E-1,1.098259091E-1,-7.275949419E-2
1.640001254E1,2.446193546E-1,4.398689419E-2,-1.447944045E-1
1.642012554E1,1.829018891E-1,4.125306010E-2,-1.828917414E-1
1.644023854E1,1.163007841E-1,8.980346471E-2,-2.016442418E-1
1.646035054E1,6.944872439E-2,1.007648483E-1,-2.307292223E-1
1.648046354E1,5.362564698E-2,7.585963700E-3,-2.314317077E-1
1.650057654E1,7.847566158E-2,-1.308595687E-1,-2.268936634E-1
1.652068954E1,1.421413273E-1,-2.704031467E-1,-2.061172128E-1
1.654080254E1,1.748201400E-1,-3.835455477E-1,-1.833716929E-1
1.656091554E1,1.083057150E-1,-4.152137339E-1,-1.387372911E-1
1.658102854E1,-2.866167203E-2,-3.917197883E-1,-5.348350853E-2
1.660114154E1,-1.912312806E-1,-4.115568101E-1,3.869962320E-2
1.662125454E1,-3.379331827E-1,-4.002916217E-1,1.210489050E-1
1.664136654E1,-4.412576854E-1,-3.266566992E-1,1.771452129E-1
1.666147954E1,-5.180624723E-1,-2.585064173E-1,2.051028162E-1
1.668159254E1,-5.954999924E-1,-2.632090449E-1,1.823857874E-1
1.670170554E1,-6.549636126E-1,-2.186385691E-1,1.056663692E-1
1.672181854E1,-8.656530976E-1,-1.503567025E-2,2.406611294E-1
1.674193154E1,-1.108210683E0,-4.975974560E-2,6.867913008E-1
1.676204454E1,-1.243989706E0,-1.933531016E-1,1.038214445E0
1.678215754E1,-1.207998157E0,1.159019545E-1,1.092722535E0
1.680227054E1,-1.100427389E0,3.792238832E-1,9.150280356E-1
1.682238254E1,-1.080058813E0,3.398708105E-1,5.762137175E-1
1.684249554E1,-1.031884193E0,7.579659671E-2,1.698415577E-1
1.686260854E1,-8.695172071E-1,-2.421516776E-1,-4.933615401E-2
1.688272154E1,-7.144923806E-1,-3.976986706E-1,-3.542121500E-2
1.690283454E1,-6.749329567E-1,-3.354533017E-1,5.215925351E-2
1.692294754E1,-8.413650393E-1,-2.555072308E-1,1.835172921E-1
1.694306054E1,-1.254930139E0,-1.599901617E-1,3.093097508E-1
1.696317254E1,-1.661294222E0,-1.015546694E-1,4.005218744E-1
1.698328554E1,-1.936749816E0,-3.406262025E-2,4.377740026E-1
1.700339854E1,-2.104280949E0,3.858785331E-2,4.234679043E-1
1.702351154E1,-2.182652712E0,1.039452152E-3,4.018611014E-1
1.704362454E1,-2.202274084E0,-4.093628749E-2,4.138670862E-1
1.706373879E1,-2.224885464E0,-9.647286683E-2,4.605905414E-1
1.708385179E1,-2.249204636E0,-2.104285508E-1,5.341084599E-1
1.710396379E1,-2.270172358E0,-2.111253142E-1,6.381809115E-1
1.712407679E1,-2.350262642E0,-1.648433357E-1,7.044413686E-1
1.714418979E1,-2.390427828E0,-1.216232777E-1,7.378407121E-1
1.716430279E1,-2.344054699E0,-8.988727629E-2,7.030389309E-1
1.718441579E1,-2.243592262E0,-8.117177337E-2,6.013671160E-1
1.720452879E1,-2.153242588E0,-6.655833870E-2,5.278869867E-1
1.722464179E1,-2.128655910E0,-2.035664618E-1,5.260698199E-1
1.724475379E1,-2.193722725E0,-3.760139346E-1,6.600253582E-1
1.726486679E1,-2.339479923E0,-3.475482464E-1,8.623980880E-1
1.728497979E1,-2.499706507E0,-1.587877870E-1,9.945948124E-1
1.730509279E1,-2.592694521E0,3.443138674E-2,1.073219657E0
1.732520579E1,-2.607516050E0,1.666742116E-1,1.069902897E0
1.734531879E1,-2.543105125E0,2.547302842E-1,9.821891785E-1
1.736543079E1,-2.419277191E0,3.470926881E-1,8.992903233E-1
1.738554379E1,-2.297398567E0,4.452034533E-1,8.238078356E-1
1.740565679E1,-2.192716360E0,4.425667822E-1,7.364263535E-1
1.742576979E1,-2.113404989E0,3.269358873E-1,6.125051975E-1
1.744588279E1,-2.072252274E0,1.623440087E-1,4.810131490E-1
1.746599579E1,-2.035097599E0,1.901763305E-2,3.793291152E-1
1.748610779E1,-1.947528839E0,-7.335101813E-2,3.511225879E-1
1.750622079E1,-1.802480578E0,-2.698688209E-2,3.904319406E-1
1.752633379E1,-1.696092725E0,1.203253865E-1,4.614297450E-1
1.754644679E1,-1.657943249E0,2.755974531E-1,4.802103341E-1
1.756655979E1,-1.623249531E0,3.089162409E-1,4.434675872E-1
1.758667179E1,-1.589818597E0,3.144049346E-1,4.190907776E-1
1.760678479E1,-1.628637075E0,2.964566648E-1,4.304546416E-1
1.762689779E1,-1.757683396E0,2.926989198E-1,4.870969057E-1
1.764701079E1,-1.931256890E0,4.073029459E-1,5.045612454E-1
1.766712379E1,-2.063634396E0,5.480220914E-1,4.559859931E-1
1.768723579E1,-2.067378044E0,5.591180921E-1,3.951652348E-1
1.770734879E1,-1.944910526E0,4.353409410E-1,3.492131233E-1
1.772746179E1,-1.768452883E0,2.335907817E-1,3.343135118E-1
1.774757479E1,-1.604365587E0,5.599941686E-2,3.457667530E-1
1.776768779E1,-1.446770072E0,-4.905841500E-2,3.798500299E-1
1.778780079E1,-1.310151219E0,-6.820897758E-2,4.268226624E-1
1.780791279E1,-1.209610939E0,-3.358819336E-2,4.333370328E-1
1.782802579E1,-1.165172338E0,-3.370556980E-2,3.762691915E-1
1.784813879E1,-1.135966420E0,-1.889454201E-2,2.815182805E-1
1.786825179E1,-1.118744135E0,7.491341792E-3,2.010592967E-1
1.788836379E1,-1.096995354E0,4.528804496E-2,1.730280071E-1
1.790847679E1,-1.084048510E0,6.407557428E-2,1.830306500E-1
1.792858979E1,-1.053691030E0,5.029824749E-2,2.202264071E-1
1.794870279E1,-9.881983995E-1,-1.186637674E-3,2.594549954E-1
1.796881579E1,-8.806372285E-1,-6.872103363E-2,2.896402478E-1
1.798892779E1,-7.498853207E-1,-1.524785012E-1,3.045117557E-1
1.800904079E1,-6.155019403E-1,-2.029858828E-1,3.027224839E-1
1.802915379E1,-4.968593121E-1,-2.250544429E-1,2.765066624E-1
1.804926679E1,-3.864691854E-1,-2.366951406E-1,2.238534242E-1
1.806937867E1,-2.705654800E-1,-2.255573571E-1,1.663511246E-1
1.808949067E1,-1.533201337E-1,-2.127812505E-1,1.136936024E-1
1.810960367E1,-3.828181699E-2,-2.424419522E-1,7.246688753E-2
1.812971667E1,7.120744139E-2,-2.771204710E-1,3.915728256E-2
1.814982967E1,1.596040726E-1,-2.850883305E-1,3.002033941E-2
1.816994167E1,2.233361453E-1,-3.009885848E-1,4.499953985E-2
1.819005467E1,2.650049329E-1,-3.015362322E-1,5.259923264E-2
1.821016767E1,2.867871821E-1,-3.103325069E-1,4.600922391E-2
1.823028067E1,2.976468801E-1,-3.170389831E-1,4.733900353E-2
1.825039367E1,2.878135443E-1,-2.925192714E-1,5.841900408E-2
1.827050567E1,2.613318563E-1,-2.098852843E-1,6.014059857E-2
1.829061867E1,2.198764682E-1,-9.422759712E-2,4.391844943E-2
1.831073167E1,1.721140295E-1,2.539292350E-2,-4.323563189E-4
1.833084467E1,1.497056037E-1,1.054433584E-1,-8.088541776E-2
1.835095667E1,1.780239195E-1,6.390649080E-2,-1.364098787E-1
1.837106967E1,2.461377382E-1,-9.939622879E-2,-1.197844148E-1
1.839118267E1,2.914484441E-1,-2.429598719E-1,-4.186393693E-2
1.841129567E1,2.780891955E-1,-2.756339908E-1,4.971461836E-3
1.843140767E1,2.505433559E-1,-2.854945064E-1,7.042352110E-3
1.845152067E1,1.979485601E-1,-2.758172750E-1,-1.507175248E-2
1.847163367E1,1.710858494E-1,-1.942774206E-1,-6.171352789E-2
1.849174667E1,2.072799057E-1,-1.398232281E-1,-9.574134648E-2
1.851185867E1,2.330271155E-1,-1.288173795E-1,-1.075175628E-1
1.853197167E1,2.364064753E-1,-1.209542453E-1,-9.307240695E-2
1.855208467E1,2.169776112E-1,-1.222717687E-1,-7.063169777E-2
1.857219767E1,2.006410062E-1,-1.156893298E-1,-5.669350177E-2
1.859230967E1,1.945514381E-1,-1.106035262E-1,-5.214668438E-2
1.861242267E1,1.741813570E-1,-1.000572816E-1,-4.766156152E-2
1.863253567E1,1.358686090E-1,-7.686949521E-2,-4.663316905E-2
1.865264867E1,1.059863344E-1,-4.507023469E-2,-4.908341914E-2
1.867276067E1,9.085755795E-2,-4.315914214E-2,-5.356213823E-2
1.869287367E1,9.330566972E-2,-5.107581243E-2,-4.450638592E-2
1.871298667E1,9.991323948E-2,-5.190352350E-2,-3.693448752E-2
1.873309867E1,1.100686714E-1,-5.412676185E-2,-3.547853604E-2
1.875321167E1,1.086037904E-1,-5.717752129E-2,-3.683828562E-2
1.877332467E1,1.108723059E-1,-3.736617044E-2,-5.013729632E-2
1.879343767E1,1.211448088E-1,-5.005775020E-3,-6.403119862E-2
1.881354967E1,1.269533932E-1,1.773088053E-2,-7.256492227E-2
1.883366267E1,1.353451014E-1,3.500951454E-2,-7.258363813E-2
1.885377567E1,1.328037828E-1,4.596907645E-2,-6.914383918E-2
1.887388867E1,1.233139485E-1,3.906897455E-2,-5.770565569E-2
1.889400067E1,1.110709906E-1,4.118052125E-2,-4.190186039E-2
1.891411367E1,9.661346674E-2,4.913128912E-2,-3.736305237E-2
1.893422667E1,7.729843259E-2,3.888968006E-2,-3.726647422E-2
1.895433867E1,5.756586418E-2,2.727632597E-2,-2.555329539E-2
1.897445167E1,3.890420124E-2,1.433147490E-2,-1.933672652E-2
1.899456467E1,3.048076108E-2,4.282908980E-3,-9.404796176E-3
1.901467767E1,2.751700766E-2,1.627882244E-3,-5.975271109E-3
1.903478967E1,3.123597242E-2,8.577327244E-3,-8.046614937E-3
1.905490267E1,2.241533250E-2,8.671483956E-3,-5.599827971E-3
1.907501654E1,1.082459651E-2,1.424502023E-2,4.074041266E-3
1.909512854E1,-3.170173150E-3,1.430641767E-2,1.359051932E-2
1.911524154E1,-2.022961713E-2,6.834218279E-3,2.120900713E-2
1.913535454E1,-2.992880158E-2,9.712307714E-3,2.711685374E-2
1.915546754E1,-3.390247002E-2,-2.701581921E-3,2.385077067E-2
1.917557954E1,-3.359122947E-2,-2.192366123E-2,2.648686059E-2
1.919569254E1,-3.576751798E-2,-2.746747993E-2,3.062343970E-2
1.921580554E1,-4.996633157E-2,-4.583048075E-2,3.519160673E-2
1.923591754E1,-6.196897849E-2,-4.620523751E-2,4.416417331E-2
1.925603054E1,-7.246284932E-2,-2.980381064E-2,4.797398299E-2
1.927614354E1,-7.997221500E-2,-2.345971204E-2,4.505393282E-2
1.929625554E1,-7.565203309E-2,-2.346290648E-2,4.002774879E-2
1.931636854E1,-7.100063562E-2,-2.652089298E-2,3.427967802E-2
1.933648154E1,-6.903005391E-2,-3.268560022E-2,3.646977991E-2
1.935659354E1,-7.191594690E-2,-3.361670673E-2,3.482256830E-2
1.937670654E1,-6.742504239E-2,-3.505995497E-2,3.177205846E-2
1.939681954E1,-7.160499692E-2,-3.556292132E-2,3.041405044E-2
1.941693254E1,-6.378027052E-2,-3.354395553E-2,2.423476428E-2
1.943704454E1,-5.846587196E-2,-3.205791116E-2,1.691749692E-2
1.945715754E1,-5.027644709E-2,-3.136784583E-2,1.140125841E-2
1.947727054E1,-4.337254912E-2,-3.306735680E-2,9.823962115E-3
1.949738254E1,-3.915421292E-2,-3.487645462E-2,1.173565537E-2
1.951749554E1,-3.065081500E-2,-2.646793425E-2,1.469132490E-2
1.953760854E1,-2.620371245E-2,-1.868162490E-2,9.619946592E-3
1.955772054E1,-2.726021968E-2,-2.125144377E-2,4.902671557E-3
1.957783354E1,-3.343230113E-2,-2.265363373E-2,4.571140278E-3
1.959794654E1,-3.819542751E-2,-2.267326787E-2,5.710411351E-3
1.961805854E1,-3.970734775E-2,-2.777118050E-2,8.592057042E-3
1.963817154E1,-3.372758254E-2,-2.987696230E-2,5.472119898E-3
1.965828454E1,-2.214619890E-2,-3.821073100E-2,1.724566566E-3
1.967839654E1,-1.432418078E-2,-2.659081481E-2,-5.312422290E-4
1.969850954E1,-3.538236720E-3,1.896556234E-3,-6.925290916E-3
1.971862254E1,-1.094270963E-3,-2.176358365E-3,-4.203410354E-3
1.973873454E1,3.014096757E-3,-2.248668578E-3,-3.833019407E-3
1.975884754E1,8.137437515E-3,-8.325746283E-3,-5.622551776E-3
1.977896054E1,1.085265446E-2,-2.154121920E-2,-6.770042237E-3
1.979907254E1,1.554863900E-2,-1.642492600E-2,-8.729582652E-3
1.981918554E1,1.456038468E-2,-9.803155437E-3,-1.133079641E-2
1.983929854E1,8.848516271E-3,-1.016284153E-2,-8.600619622E-3
1.985941054E1,1.396986772E-4,-7.104154211E-3,-5.354637746E-3
1.987952354E1,-5.694253836E-3,-1.133494824E-2,-3.296560608E-3
1.989963654E1,-4.251761362E-3,-1.981585473E-2,-2.206197707E-3
1.991974854E1,-2.581238747E-3,-1.285130158E-2,-1.550433924E-3
1.993986154E1,-6.452155299E-3,-5.341715645E-3,-6.336571532E-4
1.995997354E1,-1.198478136E-2,-1.148898900E-2,-2.875187900E-3
1.998008654E1,-1.726783440E-2,-1.730411127E-2,2.413038455E-4
2.000019954E1,-2.173211984E-2,-1.612260379E-2,2.749716165E-3
2.002031154E1,-2.084615082E-2,-2.158573642E-2,5.750271957E-3
2.004042454E1,-2.033770457E-2,-2.502067201E-2,5.656416528E-3
2.006053754E1,-1.696407422E-2,-1.435520872E-2,1.485074172E-3
2.008064929E1,-1.003650296E-2,-1.364092529E-2,-2.077090554E-3
2.010076229E1,-1.542144734E-2,-1.916201785E-2,-5.053064669E-4
2.012087529E1,-1.503931358E-2,-3.162894398E-2,7.945630932E-4
2.014098729E1,-1.242972724E-2,-2.781721205E-2,1.615189714E-3
2.016110029E1,-1.094180718E-2,-2.326990850E-2,4.268642981E-3
2.018121229E1,-8.032444865E-3,-1.742487215E-2,2.850043355E-3
2.020132529E1,-7.137009874E-3,-1.342869550E-2,4.420143552E-3
2.022143829E1,-1.166162640E-2,-1.165763289E-2,8.798694238E-3
2.024155029E1,-1.888468303E-2,-8.871529251E-3,9.780321270E-3
2.026166329E1,-2.316147089E-2,-6.458885502E-3,1.169712469E-2
2.028177629E1,-1.721740328E-2,-2.689463552E-3,7.424955256E-3
2.030188829E1,-1.975730434E-2,4.362535197E-3,3.571467707E-3
2.032200129E1,-2.416487224E-2,3.338497365E-3,4.639388062E-3
2.034211329E1,-2.514676005E-2,1.603586366E-3,8.895520121E-3
2.036222629E1,-1.926317811E-2,-7.403735071E-4,1.078376081E-2
2.038233929E1,-2.152866870E-2,-7.425383665E-4,1.201737020E-2
2.040245129E1,-1.843330823E-2,-2.985547297E-3,8.618896827E-3
2.042256429E1,-1.423998456E-2,-7.076798007E-3,4.092534538E-3
2.044267729E1,-1.252226625E-2,-5.371446721E-3,3.664698219E-3
2.046278929E1,-1.066592801E-2,-1.309396699E-3,4.704042803E-3
2.048290229E1,-1.175757777E-2,-1.665865071E-3,3.887651488E-3
2.050301429E1,-7.532596122E-3,-3.187693655E-4,2.811934100E-3
2.052312729E1,-1.574264024E-4,2.400730737E-3,1.620076364E-3
2.054324029E1,-1.601908589E-3,-1.051344443E-3,-3.750241885E-4
2.056335229E1,-1.438169274E-3,-7.728207856E-3,-2.979527344E-4
2.058346529E1,1.424323535E-3,2.291823272E-3,2.748762723E-3
2.060357729E1,-7.315550465E-5,2.888285322E-3,1.638896647E-3
2.062369029E1,-1.084157266E-3,1.593535068E-3,3.053542227E-3
2.064380329E1,6.337224506E-3,-2.178042196E-3,1.652566949E-3
2.066391529E1,8.735417388E-3,-6.943321787E-3,5.573484814E-4
2.068402829E1,9.748127311E-3,-6.651277654E-3,-1.517042285E-3
2.070414029E1,9.375862777E-3,7.675515953E-3,-6.207278930E-4
2.072425329E1,4.967073444E-3,1.214369014E-2,-1.536941156E-3
2.074436629E1,1.174453180E-3,1.321059652E-2,1.858175965E-3
2.076447829E1,3.763090586E-3,9.973841719E-3,3.198705148E-3
2.078459129E1,1.034115255E-2,1.279169507E-2,1.928255428E-3
2.080470329E1,1.569111459E-2,1.601948217E-2,-1.691014622E-3
2.082481629E1,1.963163354E-2,2.607612871E-2,-5.646945909E-3
2.084492929E1,1.768827997E-2,2.249199338E-2,-3.762919921E-3
2.086504129E1,6.373197772E-3,1.283380017E-2,2.292390272E-4
2.088515429E1,8.638554718E-4,1.701925695E-2,5.853801034E-3
2.090526629E1,-2.627737354E-3,8.259468712E-3,7.057723589E-3
2.092537929E1,-3.068945371E-3,2.789215650E-3,1.964867348E-3
2.094549229E1,7.773027755E-4,1.060822979E-2,-2.762631048E-4
2.096560429E1,2.179777948E-4,6.759730168E-3,2.852916950E-3
2.098571729E1,-3.022112185E-3,-3.041457385E-4,3.885367652E-3
2.100582929E1,-5.869476125E-3,5.052965134E-4,8.409336209E-3
2.102594229E1,-7.694216911E-3,8.957860991E-3,8.877926506E-3
2.104605429E1,-8.675382473E-3,1.236089133E-2,3.476895625E-3
2.106616654E1,-3.708469449E-3,1.281381957E-2,1.807002234E-3
2.108627954E1,-9.317300282E-6,1.639249548E-2,1.240580576E-3
2.110639154E1,6.490409840E-3,1.681025885E-2,-4.377750680E-3
2.112650454E1,5.417873617E-3,5.895671435E-3,-7.070275024E-3
2.114661654E1,7.453287020E-3,-2.001177985E-3,-5.642288364E-3
2.116672954E1,1.490466297E-2,6.460142322E-3,-9.200363420E-3
2.118684154E1,2.371547557E-2,2.041719854E-2,-9.005269967E-3
2.120695454E1,2.556806430E-2,2.382610366E-2,-1.124973502E-2
2.122706754E1,2.665386349E-2,2.031673118E-2,-9.266457520E-3
2.124717954E1,2.526312321E-2,1.295698434E-2,-9.229878895E-3
2.126729254E1,2.158575505E-2,5.367103033E-3,-8.193921298E-3
2.128740454E1,2.158550546E-2,3.476172220E-3,-8.237724192E-3
2.130751754E1,2.263354324E-2,9.914197028E-3,-7.598136086E-3
2.132762954E1,2.556370944E-2,7.143471390E-3,-4.457922187E-3
2.134774254E1,2.001542412E-2,7.773906924E-3,-4.316844512E-3
2.136785454E1,1.401729789E-2,1.015953906E-2,-6.589134224E-3
2.138796754E1,7.218076847E-3,-5.023082253E-3,-3.830852220E-3
2.140808054E1,1.034662314E-2,-1.252025180E-2,-3.082018113E-3
2.142819254E1,1.997228898E-2,1.681077760E-3,-3.283816623E-3
2.144830554E1,2.757123485E-2,5.472696386E-3,-9.354132228E-3
2.146841754E1,2.916692942E-2,1.143265516E-2,-7.427255157E-3
2.148853054E1,2.689723857E-2,1.321104914E-2,-4.231657833E-3
2.150864254E1,2.137270942E-2,6.314329803E-3,1.048462291E-4
2.152875554E1,2.412817068E-2,8.417455480E-3,-1.103348215E-3
2.154886754E1,2.550751343E-2,3.450453980E-3,-4.682058003E-3
2.156898054E1,3.098028712E-2,1.232962357E-3,-5.811529234E-3
2.158909354E1,3.265696019E-2,1.269858330E-5,-7.216762286E-3
2.160920554E1,2.861325815E-2,5.795009434E-3,-3.181377659E-3
2.162931854E1,2.485530637E-2,4.159919918E-3,-3.650738508E-4
2.164943054E1,2.264328487E-2,-3.847938497E-3,2.098882804E-3
2.166954354E1,2.244124562E-2,8.393606171E-3,1.488266280E-3
2.168965554E1,1.854100265E-2,5.746368784E-3,7.943491801E-4
2.170976854E1,1.390104648E-2,3.909505904E-4,7.867945533E-5
2.172988054E1,1.138382684E-2,-6.580139510E-3,4.227598547E-4
2.174999354E1,4.312163219E-3,-8.517263457E-3,2.143474296E-3
2.177010554E1,1.017188886E-3,-1.177614741E-2,6.391361821E-4
2.179021854E1,-2.749104984E-3,-1.786947809E-2,-7.098041824E-4
2.181033054E1,-4.325344227E-3,-1.690050960E-2,-1.944651594E-3
2.183044354E1,-7.594632450E-3,-1.877569221E-2,-2.048262861E-3
2.185055654E1,-1.257637516E-2,-1.992200688E-2,-2.627776936E-3
2.187066854E1,-1.125391014E-2,-2.112892084E-2,-1.573999994E-3
2.189078154E1,-1.510973740E-2,-2.362058312E-2,2.091276459E-3
2.191089354E1,-1.396234520E-2,-2.756391838E-2,2.733662957E-3
2.193100654E1,-1.549313683E-2,-2.495425195E-2,6.240892690E-3
2.195111854E1,-1.505228132E-2,-2.527487092E-2,4.315893166E-3
2.197123154E1,-1.351547334E-2,-2.680461667E-2,1.024292549E-3
2.199134354E1,-1.239326969E-2,-2.061516419E-2,-1.679496840E-3
2.201145654E1,-1.450663432E-2,-1.646762155E-2,-1.201387960E-3
2.203156854E1,-1.992713846E-2,-2.247458883E-2,3.338548820E-3
2.205168154E1,-1.311612874E-2,-1.539072301E-2,7.142050192E-3
2.207179367E1,-7.268548943E-3,-1.470880676E-2,7.947564125E-3
2.209190667E1,-1.504400279E-5,-1.714033633E-2,1.908118837E-3
2.211201867E1,-9.295111522E-4,-1.303778682E-2,-1.040400472E-3
2.213213167E1,-8.616392501E-3,-1.530367043E-2,3.061590483E-3
2.215224367E1,-1.747513004E-2,-2.150004730E-2,6.292005070E-3
2.217235667E1,-2.054251544E-2,-2.028907090E-2,8.119460195E-3
2.219246867E1,-2.052091248E-2,-1.752592996E-2,6.187783089E-3
2.221258167E1,-1.595928520E-2,-2.833173238E-2,7.881619968E-3
2.223269367E1,-1.777593233E-2,-3.194830939E-2,7.122056093E-3
2.225280667E1,-1.970790885E-2,-2.404611558E-2,1.060007233E-2
2.227291867E1,-1.992546022E-2,-1.860062778E-2,1.310409885E-2
2.229303167E1,-2.098638751E-2,-1.882578246E-2,1.285340264E-2
2.231314367E1,-1.215323154E-2,-2.536508814E-2,9.679043666E-3
2.233325667E1,-8.414359763E-3,-2.706341632E-2,4.018797074E-3
2.235336867E1,-3.235465148E-3,-1.761374809E-2,3.387811594E-3
2.237348167E1,-6.889390643E-4,-1.559512969E-2,2.874070313E-3
2.239359367E1,-3.893917426E-3,-1.663391292E-2,4.758385476E-4
2.241370667E1,-5.682584364E-3,-9.184342809E-3,1.274896087E-3
2.243381967E1,-8.677368052E-3,-1.071509719E-2,-1.262600184E-3
2.245393167E1,-3.883163445E-3,-7.081658579E-3,-1.000150689E-3
2.247404467E1,-2.773264889E-3,-1.074829325E-2,-5.522822030E-3
2.249415667E1,3.030417138E-4,-1.626761258E-2,-2.144116443E-3
2.251426967E1,-2.921857173E-3,-1.998393424E-2,-3.307293169E-3
2.253438167E1,-7.544389460E-3,-1.229017787E-2,-2.173115965E-3
2.255449467E1,-1.188188419E-2,-1.371919736E-2,1.332912070E-4
2.257460667E1,-1.239842083E-2,-1.426014490E-2,-6.783662830E-4
2.259471967E1,-1.323227398E-2,-1.207653247E-2,-8.588000201E-4
2.261483167E1,-9.999130853E-3,-1.009786688E-2,4.937446211E-4
2.263494367E1,-9.370672517E-3,-1.284227893E-2,-1.053871936E-3
2.265505667E1,-7.009170484E-3,-9.172562510E-3,-3.349874867E-3
2.267516867E1,-6.262540701E-4,-1.121260412E-2,7.828915259E-4
2.269528167E1,2.984696999E-3,-1.193417050E-2,-1.479914179E-3
2.271539367E1,7.894925773E-3,-1.101884246E-2,-3.992367070E-3
2.273550667E1,6.365833804E-3,-8.789984509E-3,-5.210184958E-3
2.275561867E1,6.613538601E-3,-3.047664650E-4,-4.101925064E-3
2.277573167E1,6.216616603E-4,-1.294517424E-3,-2.567263786E-3
2.279584367E1,-7.061652839E-3,-4.670399707E-3,-3.664798569E-3
2.281595667E1,-8.706254885E-3,-4.188928287E-3,8.573130472E-4
2.283606867E1,-6.819351111E-3,-7.422804367E-3,5.440049572E-4
2.285618167E1,-4.835332278E-3,2.297644736E-3,-6.930418895E-4
2.287629367E1,-3.396485234E-3,-1.196126454E-3,2.501648851E-3
2.289640667E1,-6.465370767E-3,-9.228933603E-3,4.092457239E-3
2.291651867E1,-6.184431259E-3,-1.793601736E-2,3.874316579E-3
2.293663167E1,-6.608441938E-3,-1.575737447E-2,4.601350520E-3
2.295674367E1,1.904962119E-3,-1.171108708E-2,1.191081014E-3
2.297685667E1,3.305951133E-3,-4.572778475E-3,6.902039750E-4
2.299696867E1,7.599937264E-3,-1.579710748E-3,-2.181528369E-3
2.301708167E1,7.943963632E-3,-3.108898643E-3,2.192567335E-3
2.303719367E1,4.485898651E-3,-4.929139279E-3,-1.083665062E-3
2.305730667E1,4.490317311E-3,-7.583624683E-4,-2.563342685E-3
2.307741892E1,4.544054624E-3,-2.029459458E-3,-2.711717971E-3
2.309753092E1,3.777768463E-3,-1.639742404E-4,-3.655588022E-3
2.311764392E1,1.332657645E-3,-3.493399825E-3,-2.767353086E-3
2.313775592E1,-6.300635869E-5,-4.791127983E-3,2.625485882E-3
2.315786892E1,-3.742090892E-3,-8.886892349E-3,3.847094718E-3
2.317798092E1,-6.937726401E-3,-1.377459057E-2,5.984256044E-3
2.319809392E1,-7.848703302E-3,-1.026711985E-2,6.382020190E-3
2.321820592E1,-9.123843163E-3,-9.630802087E-3,5.776013713E-3
2.323831892E1,-3.684449708E-3,-2.388572320E-3,2.553938655E-3
2.325843092E1,-1.454318524E-3,3.645618213E-3,-2.143344842E-3
2.327854392E1,-7.658215472E-4,1.776815392E-3,-1.948545105E-3
2.329865592E1,5.066176876E-3,5.006566644E-4,-8.257947047E-4
2.331876892E1,1.133738179E-2,-5.518348888E-3,-1.873621950E-4
2.333888092E1,1.778389327E-2,-5.108520854E-3,-1.039874624E-3
2.335899292E1,1.944272593E-2,7.567985449E-4,-4.710761365E-3
2.337910592E1,1.880765334E-2,6.694936194E-3,-4.588369280E-3
2.339921792E1,1.063648704E-2,2.148921369E-3,9.785576258E-4
2.341933092E1,5.500942469E-3,1.645643031E-3,2.693945775E-3
2.343944292E1,6.493765861E-3,3.600696567E-3,6.625144277E-3
2.345955592E1,1.170747541E-2,1.740273321E-3,2.597280778E-3
2.347966792E1,1.633791439E-2,9.764786810E-4,-1.531151589E-3
2.349978092E1,1.958094165E-2,7.748156786E-3,-2.723403275E-3
2.351989292E1,2.034912631E-2,9.480424225E-3,8.021426620E-4
2.354000592E1,1.868533529E-2,-2.058464102E-3,4.231684841E-3
2.356011792E1,2.017803863E-2,-9.293095209E-4,5.392451305E-3
2.358022992E1,2.626661956E-2,7.138946094E-3,4.213400185E-3
2.360034292E1,2.640460432E-2,7.449053694E-3,7.231761701E-4
2.362045492E1,3.003097698E-2,8.034951054E-3,-2.969707595E-3
2.364056792E1,2.906295098E-2,9.393543005E-3,-4.110225942E-3
2.366067992E1,2.721490897E-2,1.185066812E-2,-9.157786844E-4
2.368079292E1,2.722417191E-2,1.036465168E-2,8.610442164E-4
2.370090492E1,2.701654471E-2,1.482547913E-2,7.602509111E-3
2.372101692E1,3.022907488E-2,1.654049382E-2,3.265384119E-3
2.374112992E1,2.678147890E-2,2.031806856E-2,7.873657160E-4
2.376124192E1,2.719750255E-2,2.082066797E-2,3.641909454E-3
2.378135492E1,2.104343101E-2,1.217199117E-2,2.471815096E-3
2.380146692E1,1.882421784E-2,1.483014040E-2,6.535208784E-3
2.382157992E1,1.488392055E-2,1.204519346E-2,4.557252862E-3
2.384169192E1,1.453375071E-2,1.422590017E-2,5.960583221E-3
2.386180392E1,1.449759025E-2,1.184684783E-2,3.491234966E-3
2.388191692E1,1.249500737E-2,1.388360187E-2,6.571096368E-3
2.390202892E1,8.158734068E-3,7.903795689E-3,6.099905353E-3
2.392214192E1,4.620971624E-3,4.928868264E-3,6.424674764E-3
